,userId,group,orderId,revenue,date
37,5.821380577049814e+17,B,1.3971341415066522e+18,817,21/4/2019
38,5.821380577049814e+17,B,1.3971341415066522e+18,817,21/4/2019
39,3.9595891287853e+18,B,8.274191084987021e+18,28080,21/4/2019
40,3.9595891287853e+18,B,8.274191084987021e+18,28080,21/4/2019
41,7.304786818990035e+18,A,5.722925806758698e+18,2432,21/4/2019
42,7.304786818990035e+18,A,5.722925806758698e+18,399,21/4/2019
43,7.304786818990035e+18,A,5.722925806758698e+18,649,21/4/2019
44,7.304786818990035e+18,A,5.722925806758698e+18,649,21/4/2019
45,7.304786818990035e+18,A,5.722925806758698e+18,2432,21/4/2019
46,7.304786818990035e+18,A,5.722925806758698e+18,399,21/4/2019
47,1.747567086303076e+19,B,1.5905570916244773e+19,1584,21/4/2019
48,1.747567086303076e+19,B,1.5905570916244773e+19,69,21/4/2019
49,1.747567086303076e+19,B,1.5905570916244773e+19,99,21/4/2019
50,1.747567086303076e+19,B,1.5905570916244773e+19,69,21/4/2019
51,1.747567086303076e+19,B,1.5905570916244773e+19,261,21/4/2019
52,1.747567086303076e+19,B,1.5905570916244773e+19,299,21/4/2019
53,1.5037538847387804e+19,B,5.110784526045628e+18,3919,21/4/2019
54,2.326223770686456e+18,A,1.2208247024736428e+19,699,21/4/2019
55,8.187752781101358e+18,A,4.43462201288024e+18,999,21/4/2019
56,1.5920461071159585e+19,A,4.070254796298334e+18,5876,21/4/2019
57,1.5920461071159585e+19,A,4.070254796298334e+18,528,21/4/2019
58,1.8209435831090051e+19,A,2.9576639185775734e+18,2516,21/4/2019
59,1.8209435831090051e+19,A,2.9576639185775734e+18,2516,21/4/2019
60,1.8209435831090051e+19,A,2.9576639185775734e+18,1084,21/4/2019
61,1.8209435831090051e+19,A,2.9576639185775734e+18,1084,21/4/2019
62,5.708175386075701e+18,B,1.766626686554962e+19,781,21/4/2019
63,1.017088742775035e+18,A,1.6704541918628895e+19,2499,21/4/2019
64,1.017088742775035e+18,A,1.6704541918628895e+19,2499,21/4/2019
65,1.7163777999029844e+19,A,3.5322585512813414e+18,49,21/4/2019
66,1.7163777999029844e+19,A,3.5322585512813414e+18,2729,21/4/2019
67,9.445200576272191e+18,B,9.627715813525156e+18,538,21/4/2019
68,9.445200576272191e+18,B,9.627715813525156e+18,538,21/4/2019
69,3.716798940241864e+18,A,6.744912021973922e+18,1999,21/4/2019
70,1.815090712786864e+19,A,7.423464229836467e+18,624,21/4/2019
71,9.43031414176684e+18,B,9.670062991219628e+18,2499,21/4/2019
72,1.0790855169541851e+19,B,1.4992349078344645e+19,1889,21/4/2019
73,1.8056390614065736e+19,B,1.1299456993811388e+19,469,21/4/2019
74,1.8056390614065736e+19,B,1.1299456993811388e+19,749,21/4/2019
75,9.580841689724883e+18,B,1.0263362534159473e+19,839,21/4/2019
76,1.1678953501533876e+19,B,3.817038956689119e+18,4900,21/4/2019
77,1.1678953501533876e+19,B,3.817038956689119e+18,407,21/4/2019
78,5.683080523358658e+18,B,1.6962089456965872e+19,2519,21/4/2019
79,5.683080523358658e+18,B,1.6962089456965872e+19,340,21/4/2019
80,5.683080523358658e+18,B,1.6962089456965872e+19,119,21/4/2019
81,5.683080523358658e+18,B,1.6962089456965872e+19,2029,21/4/2019
82,5.683080523358658e+18,B,1.6962089456965872e+19,291,21/4/2019
83,7.332471510051971e+18,A,1.8144350276899228e+19,1516,21/4/2019
84,7.332471510051971e+18,A,1.8144350276899228e+19,239,21/4/2019
85,7.332471510051971e+18,A,1.8144350276899228e+19,316,21/4/2019
86,1.7249392407487203e+19,A,1.402871640043531e+19,2012,21/4/2019
87,1.6140759153683896e+19,A,6.640971401295549e+18,2676,21/4/2019
88,1.6140759153683896e+19,A,6.640971401295549e+18,1996,21/4/2019
89,1.6140759153683896e+19,A,6.640971401295549e+18,2676,21/4/2019
90,1.6140759153683896e+19,A,6.640971401295549e+18,1996,21/4/2019
91,1.3299126227787823e+19,A,1.0361233014305296e+19,228,21/4/2019
92,4.3159977283529216e+18,A,5.612594086124667e+18,1556,21/4/2019
93,4.3159977283529216e+18,A,5.612594086124667e+18,1996,21/4/2019
94,1.8057155212699404e+19,B,4.842139760424109e+18,949,21/4/2019
95,8.481525063905644e+18,B,1.2601546786365192e+19,3076,21/4/2019
96,8.481525063905644e+18,B,1.2601546786365192e+19,3076,21/4/2019
97,7.099172137110981e+17,A,1.1014452915817943e+19,1208,21/4/2019
98,7.099172137110981e+17,A,1.1014452915817943e+19,1208,21/4/2019
99,5.564343291269757e+18,A,7.040840060420086e+18,499,21/4/2019
100,1.4955927779478729e+19,B,1.1006072824290746e+19,6629,21/4/2019
101,1.4955927779478729e+19,B,1.1006072824290746e+19,6629,21/4/2019
102,4.756530743080175e+18,B,1.6570391125902166e+19,2499,21/4/2019
103,5.625862210988968e+18,B,1.7752807917094394e+19,556,20/4/2019
104,1.7500166409916076e+19,A,1.8007315934117e+19,2560,20/4/2019
105,1.7500166409916076e+19,A,1.8007315934117e+19,408,20/4/2019
106,1.7500166409916076e+19,A,1.8007315934117e+19,5424,20/4/2019
107,1.7500166409916076e+19,A,1.8007315934117e+19,174,20/4/2019
108,1.7500166409916076e+19,A,1.8007315934117e+19,6368,20/4/2019
109,1.7251239044526873e+19,B,7.229083029584079e+18,3999,20/4/2019
110,8.242231971014691e+18,A,1.3089160971961512e+19,799,20/4/2019
111,4.0766851429894697e+18,B,4.271389794631308e+18,2499,20/4/2019
112,1.1460320233245667e+18,B,1.3566054736018397e+19,143,20/4/2019
113,1.1460320233245667e+18,B,1.3566054736018397e+19,99,20/4/2019
114,1.1460320233245667e+18,B,1.3566054736018397e+19,143,20/4/2019
115,1.1460320233245667e+18,B,1.3566054736018397e+19,143,20/4/2019
116,1.1460320233245667e+18,B,1.3566054736018397e+19,99,20/4/2019
117,1.1460320233245667e+18,B,1.3566054736018397e+19,143,20/4/2019
118,1.1460320233245667e+18,B,1.3566054736018397e+19,143,20/4/2019
119,1.1460320233245667e+18,B,1.3566054736018397e+19,143,20/4/2019
120,2.6879784570934533e+18,B,1.8357075781767524e+18,2299,20/4/2019
121,2.6879784570934533e+18,B,1.8357075781767524e+18,1749,20/4/2019
122,1.7683617775414778e+19,A,4.513707884928357e+18,3216,20/4/2019
123,1.7683617775414778e+19,A,4.513707884928357e+18,1076,20/4/2019
124,1.7683617775414778e+19,A,4.513707884928357e+18,2600,20/4/2019
125,1.7683617775414778e+19,A,4.513707884928357e+18,5391,20/4/2019
126,1.7683617775414778e+19,A,4.513707884928357e+18,3216,20/4/2019
127,1.7683617775414778e+19,A,4.513707884928357e+18,2600,20/4/2019
128,1.7683617775414778e+19,A,4.513707884928357e+18,5391,20/4/2019
129,1.7683617775414778e+19,A,4.513707884928357e+18,2600,20/4/2019
130,1.7683617775414778e+19,A,4.513707884928357e+18,3216,20/4/2019
131,1.7683617775414778e+19,A,4.513707884928357e+18,1076,20/4/2019
132,1.7683617775414778e+19,A,4.513707884928357e+18,1076,20/4/2019
133,1.7683617775414778e+19,A,4.513707884928357e+18,5391,20/4/2019
134,1.895969229195096e+18,B,3.6139377295475927e+18,1468,20/4/2019
135,1.895969229195096e+18,B,3.6139377295475927e+18,305,20/4/2019
136,2.1727762514867195e+18,A,4.4866518430668017e+18,4756,20/4/2019
137,2.1727762514867195e+18,A,4.4866518430668017e+18,399,20/4/2019
138,4.1773075823276134e+18,A,4.0696312728581617e+18,1007,20/4/2019
139,4.1773075823276134e+18,A,4.0696312728581617e+18,1816,20/4/2019
140,9.732043006141714e+17,A,2.0560373032905344e+18,699,20/4/2019
141,7.378718214967654e+17,A,5.291137210322663e+18,2050,20/4/2019
142,7.686257896875539e+18,B,1.5160469707324754e+19,557,20/4/2019
143,1.2453842419921807e+19,A,9.491429723489917e+18,219,20/4/2019
144,1.2453842419921807e+19,A,9.491429723489917e+18,219,20/4/2019
145,4.5940294198478577e+18,B,1.2622762847131724e+16,199,20/4/2019
146,4.5940294198478577e+18,B,1.2622762847131724e+16,796,20/4/2019
147,1.8284637436010852e+19,B,1.4648517284411156e+19,391,20/4/2019
148,7.104746030976954e+18,A,1.4318886726044348e+19,399,20/4/2019
149,1.7429395825605523e+19,B,1.4473651874004371e+19,472,20/4/2019
150,1.7429395825605523e+19,B,1.4473651874004371e+19,111,20/4/2019
151,1.7429395825605523e+19,B,1.4473651874004371e+19,1189,20/4/2019
152,1.2018862572063885e+19,A,1.3050037824094036e+18,147600,20/4/2019
153,1.2018862572063885e+19,A,1.3050037824094036e+18,147600,20/4/2019
154,1.3760621976078684e+19,A,1.0248359748714785e+19,1231,20/4/2019
155,1.1158739036892858e+19,A,5.007266149561752e+18,60,20/4/2019
156,1.1158739036892858e+19,A,5.007266149561752e+18,1500,20/4/2019
157,1.1158739036892858e+19,A,5.007266149561752e+18,196,20/4/2019
158,1.1158739036892858e+19,A,5.007266149561752e+18,306,20/4/2019
159,1.1158739036892858e+19,A,5.007266149561752e+18,621,20/4/2019
160,1.1158739036892858e+19,A,5.007266149561752e+18,236,20/4/2019
161,1.1158739036892858e+19,A,5.007266149561752e+18,621,20/4/2019
162,1.1158739036892858e+19,A,5.007266149561752e+18,3564,20/4/2019
163,1.1158739036892858e+19,A,5.007266149561752e+18,3564,20/4/2019
164,1.1158739036892858e+19,A,5.007266149561752e+18,196,20/4/2019
165,1.1158739036892858e+19,A,5.007266149561752e+18,1044,20/4/2019
166,1.1158739036892858e+19,A,5.007266149561752e+18,621,20/4/2019
167,1.1158739036892858e+19,A,5.007266149561752e+18,1044,20/4/2019
168,1.1158739036892858e+19,A,5.007266149561752e+18,236,20/4/2019
169,1.1158739036892858e+19,A,5.007266149561752e+18,621,20/4/2019
170,1.1158739036892858e+19,A,5.007266149561752e+18,60,20/4/2019
171,1.1158739036892858e+19,A,5.007266149561752e+18,1500,20/4/2019
172,1.1158739036892858e+19,A,5.007266149561752e+18,306,20/4/2019
173,2.9362750236101816e+18,B,1.7525350050053763e+19,2281,20/4/2019
174,2.9362750236101816e+18,B,1.7525350050053763e+19,2281,20/4/2019
175,4.628257326051437e+18,A,1.6547993606197619e+19,1495,20/4/2019
176,4.628257326051437e+18,A,1.6547993606197619e+19,1208,20/4/2019
177,4.628257326051437e+18,A,1.6547993606197619e+19,1350,20/4/2019
178,4.628257326051437e+18,A,1.6547993606197619e+19,1091,20/4/2019
179,8.837953822510663e+18,B,1.335031873172394e+18,499,20/4/2019
180,1.3946739031177456e+19,B,9.295829186160437e+18,1865,19/4/2019
181,1.3946739031177456e+19,B,9.295829186160437e+18,1865,19/4/2019
182,1.7172365973059475e+19,B,1.7677516012959875e+19,4999,19/4/2019
183,1.7172365973059475e+19,B,1.7677516012959875e+19,799,19/4/2019
184,3.504109215713264e+18,B,1.1916124662475888e+17,6051,19/4/2019
185,3.504109215713264e+18,B,1.1916124662475888e+17,6051,19/4/2019
186,1.0329514489978096e+19,B,1.7491395478067767e+19,1599,19/4/2019
187,5.324675562751189e+18,A,1.2187029915317064e+19,499,19/4/2019
188,5.44023858820176e+18,A,1.4410405668698956e+19,999,19/4/2019
189,1.80315036172326e+19,B,1.231341081786893e+19,4059,19/4/2019
190,1.3226672019184656e+19,B,1.100314479655312e+19,629,19/4/2019
191,1.3226672019184656e+19,B,1.100314479655312e+19,629,19/4/2019
192,1.3226672019184656e+19,B,1.100314479655312e+19,1060,19/4/2019
193,1.3226672019184656e+19,B,1.100314479655312e+19,629,19/4/2019
194,1.3226672019184656e+19,B,1.100314479655312e+19,629,19/4/2019
195,1.3226672019184656e+19,B,1.100314479655312e+19,1060,19/4/2019
196,2.6545315905320346e+18,A,3.834619949393941e+18,1889,19/4/2019
197,1.0310499872786995e+19,A,4.0294976050282496e+18,219,19/4/2019
198,8.291596571696287e+18,A,1.5884327495920728e+19,189,19/4/2019
199,5.467958636081523e+18,A,9.488043851750537e+18,79,19/4/2019
200,5.467958636081523e+18,A,9.488043851750537e+18,79,19/4/2019
201,5.467958636081523e+18,A,9.488043851750537e+18,79,19/4/2019
202,5.467958636081523e+18,A,9.488043851750537e+18,79,19/4/2019
203,1.5370516917228323e+19,B,9.398620871638071e+18,79,19/4/2019
204,1.5370516917228323e+19,B,9.398620871638071e+18,19,19/4/2019
205,1.5370516917228323e+19,B,9.398620871638071e+18,85,19/4/2019
206,1.5370516917228323e+19,B,9.398620871638071e+18,199,19/4/2019
207,1.5370516917228323e+19,B,9.398620871638071e+18,45,19/4/2019
208,1.5370516917228323e+19,B,9.398620871638071e+18,39,19/4/2019
209,1.5370516917228323e+19,B,9.398620871638071e+18,181,19/4/2019
210,1.5370516917228323e+19,B,9.398620871638071e+18,279,19/4/2019
211,1.5370516917228323e+19,B,9.398620871638071e+18,111,19/4/2019
212,3.1814050406974566e+18,A,1.7198130501963885e+19,3989,19/4/2019
213,3.1814050406974566e+18,A,1.7198130501963885e+19,95,19/4/2019
214,3.1814050406974566e+18,A,1.7198130501963885e+19,59,19/4/2019
215,3.1814050406974566e+18,A,1.7198130501963885e+19,743,19/4/2019
216,3.1814050406974566e+18,A,1.7198130501963885e+19,95,19/4/2019
217,3.1814050406974566e+18,A,1.7198130501963885e+19,49,19/4/2019
218,3.1814050406974566e+18,A,1.7198130501963885e+19,39,19/4/2019
219,8.449118249272863e+18,A,1.807870357279064e+19,99,19/4/2019
220,8.449118249272863e+18,A,1.807870357279064e+19,95,19/4/2019
221,1.1090406178999351e+19,A,1.9837417226178025e+18,1279,19/4/2019
222,1.1090406178999351e+19,A,1.9837417226178025e+18,1279,19/4/2019
223,1.0260105023924457e+19,B,1.3078794875652424e+19,2199,19/4/2019
224,1.7900887340707731e+19,A,3.7923279731864745e+18,454,19/4/2019
225,7.935683560282626e+18,B,1.158825836612562e+19,319,19/4/2019
226,1.5747255116217956e+19,A,5.959519278566409e+18,1399,19/4/2019
227,1.5747255116217956e+19,A,5.959519278566409e+18,1996,19/4/2019
228,1.2076388601996149e+19,A,3.948479451517069e+17,269,19/4/2019
229,6.39231494659042e+18,A,5.104090106570536e+18,129,19/4/2019
230,6.39231494659042e+18,A,5.104090106570536e+18,99,19/4/2019
231,6.39231494659042e+18,A,5.104090106570536e+18,88,19/4/2019
232,6.39231494659042e+18,A,5.104090106570536e+18,239,19/4/2019
233,6.39231494659042e+18,A,5.104090106570536e+18,49,19/4/2019
234,1.063116159153958e+19,A,1.5852464407896408e+19,2080,19/4/2019
235,1.063116159153958e+19,A,1.5852464407896408e+19,248,19/4/2019
236,8.017555534766448e+18,B,1.5753659490110824e+19,4199,19/4/2019
237,1.1252018787275964e+19,A,1.19483339668796e+19,299,19/4/2019
238,1.1252018787275964e+19,A,1.19483339668796e+19,1791,19/4/2019
239,1.1252018787275964e+19,A,1.19483339668796e+19,299,19/4/2019
240,1.1252018787275964e+19,A,1.19483339668796e+19,1791,19/4/2019
241,1.1252018787275964e+19,A,1.19483339668796e+19,1574,19/4/2019
242,1.1252018787275964e+19,A,1.19483339668796e+19,1574,19/4/2019
243,9.288933586923923e+18,A,1.4085191216050872e+19,999,19/4/2019
244,9.288933586923923e+18,A,1.4085191216050872e+19,999,19/4/2019
245,5.816118886952946e+18,B,7.453673817502227e+18,203,19/4/2019
246,5.816118886952946e+18,B,7.453673817502227e+18,154,19/4/2019
247,5.816118886952946e+18,B,7.453673817502227e+18,212,19/4/2019
248,5.816118886952946e+18,B,7.453673817502227e+18,276,19/4/2019
249,5.816118886952946e+18,B,7.453673817502227e+18,174,19/4/2019
250,5.816118886952946e+18,B,7.453673817502227e+18,258,19/4/2019
251,5.816118886952946e+18,B,7.453673817502227e+18,1952,19/4/2019
252,1.4896716815013884e+19,B,5.118226238452516e+18,876,19/4/2019
253,1.4896716815013884e+19,B,5.118226238452516e+18,1521,19/4/2019
254,1.4896716815013884e+19,B,5.118226238452516e+18,135,19/4/2019
255,1.2169886921766842e+19,B,1.6753719593315584e+19,895,19/4/2019
256,5.223968759748184e+16,A,1.88077774162016e+18,580,19/4/2019
257,5.223968759748184e+16,A,1.88077774162016e+18,1091,19/4/2019
258,1.5624246632093057e+19,B,6.174941643323817e+18,115136,19/4/2019
259,8.941494690409631e+17,A,1.580982282448145e+19,249,19/4/2019
260,8.941494690409631e+17,A,1.580982282448145e+19,716,19/4/2019
261,8.941494690409631e+17,A,1.580982282448145e+19,165,19/4/2019
262,8.941494690409631e+17,A,1.580982282448145e+19,5456,19/4/2019
263,8.941494690409631e+17,A,1.580982282448145e+19,3825,19/4/2019
264,8.941494690409631e+17,A,1.580982282448145e+19,3984,19/4/2019
265,1.786085518829522e+19,B,9.060403570571528e+18,314,19/4/2019
266,1.786085518829522e+19,B,9.060403570571528e+18,608,19/4/2019
267,1.786085518829522e+19,B,9.060403570571528e+18,580,19/4/2019
268,1.786085518829522e+19,B,9.060403570571528e+18,314,19/4/2019
269,1.786085518829522e+19,B,9.060403570571528e+18,118,19/4/2019
270,1.786085518829522e+19,B,9.060403570571528e+18,580,19/4/2019
271,1.786085518829522e+19,B,9.060403570571528e+18,608,19/4/2019
272,1.786085518829522e+19,B,9.060403570571528e+18,118,19/4/2019
273,1.3767769029327514e+19,A,5.788479063609616e+18,371,19/4/2019
274,1.3767769029327514e+19,A,5.788479063609616e+18,371,19/4/2019
275,3.888365251198585e+18,B,9.914647383819043e+18,1399,19/4/2019
276,8.840703786588242e+18,B,4.245839890296543e+18,2099,19/4/2019
277,1.279058559738597e+19,A,6.765098949548934e+18,490000,19/4/2019
278,1.279058559738597e+19,A,6.765098949548934e+18,490000,19/4/2019
279,2.469729084398242e+18,A,1.7939434853655729e+18,169,19/4/2019
280,2.469729084398242e+18,A,1.7939434853655729e+18,1119,19/4/2019
281,2.469729084398242e+18,A,1.7939434853655729e+18,1701,19/4/2019
282,2.469729084398242e+18,A,1.7939434853655729e+18,134100,19/4/2019
283,2.469729084398242e+18,A,1.7939434853655729e+18,5915,19/4/2019
284,2.469729084398242e+18,A,1.7939434853655729e+18,332,19/4/2019
285,2.469729084398242e+18,A,1.7939434853655729e+18,676,19/4/2019
286,2.469729084398242e+18,A,1.7939434853655729e+18,3776,19/4/2019
287,1.2153651713465555e+19,A,1.175723043676126e+19,499,19/4/2019
288,1.2097387983180524e+19,B,1.3487501020654186e+19,249,19/4/2019
289,1.6010766948132315e+19,A,1.3775394522539889e+19,689,19/4/2019
290,1.6010766948132315e+19,A,1.3775394522539889e+19,1996,19/4/2019
291,4.479893478225407e+18,A,4.692349400212104e+18,193,19/4/2019
292,4.479893478225407e+18,A,4.692349400212104e+18,326,19/4/2019
293,4.479893478225407e+18,A,4.692349400212104e+18,289,19/4/2019
294,4.479893478225407e+18,A,4.692349400212104e+18,99,19/4/2019
295,4.479893478225407e+18,A,4.692349400212104e+18,199,19/4/2019
296,8.657909691716759e+18,A,5.887267473463316e+18,229,19/4/2019
297,8.657909691716759e+18,A,5.887267473463316e+18,119,19/4/2019
298,8.657909691716759e+18,A,5.887267473463316e+18,45,19/4/2019
299,8.657909691716759e+18,A,5.887267473463316e+18,119,19/4/2019
300,8.657909691716759e+18,A,5.887267473463316e+18,115,19/4/2019
301,8.657909691716759e+18,A,5.887267473463316e+18,119,19/4/2019
302,8.657909691716759e+18,A,5.887267473463316e+18,119,19/4/2019
303,8.657909691716759e+18,A,5.887267473463316e+18,1387,19/4/2019
304,8.657909691716759e+18,A,5.887267473463316e+18,79,19/4/2019
305,8.657909691716759e+18,A,5.887267473463316e+18,115,19/4/2019
306,8.657909691716759e+18,A,5.887267473463316e+18,215,19/4/2019
307,8.657909691716759e+18,A,5.887267473463316e+18,119,19/4/2019
308,8.657909691716759e+18,A,5.887267473463316e+18,45,19/4/2019
309,8.657909691716759e+18,A,5.887267473463316e+18,215,19/4/2019
310,8.657909691716759e+18,A,5.887267473463316e+18,79,19/4/2019
311,8.657909691716759e+18,A,5.887267473463316e+18,229,19/4/2019
312,8.657909691716759e+18,A,5.887267473463316e+18,1387,19/4/2019
313,8.657909691716759e+18,A,5.887267473463316e+18,119,19/4/2019
314,1.0235794099670956e+19,B,3.428020678677477e+18,1421,19/4/2019
315,5.316910392007248e+18,B,1.1861929929794132e+19,550,19/4/2019
316,2.88157905997176e+17,A,7.752592440321619e+18,2936,19/4/2019
317,2.88157905997176e+17,A,7.752592440321619e+18,1399,19/4/2019
318,2.88157905997176e+17,A,7.752592440321619e+18,2309,19/4/2019
319,2.1026417929704847e+18,A,1.1034969190475043e+18,508,19/4/2019
320,2.1026417929704847e+18,A,1.1034969190475043e+18,1776,19/4/2019
321,2.1026417929704847e+18,A,1.1034969190475043e+18,279,19/4/2019
322,2.1026417929704847e+18,A,1.1034969190475043e+18,796,19/4/2019
323,4.351318230324404e+18,B,1.2936025661986673e+19,388,19/4/2019
324,4.351318230324404e+18,B,1.2936025661986673e+19,388,19/4/2019
325,1.2939083804051745e+19,B,2.395181764440532e+18,3393,19/4/2019
326,1.474963369051824e+19,B,2.968526036415123e+18,1399,18/4/2019
327,1.46856241786667e+18,A,1.3615886621820172e+19,479,18/4/2019
328,1.46856241786667e+18,A,1.3615886621820172e+19,636,18/4/2019
329,5.598621464496154e+18,A,1.0953784199571962e+19,1189,18/4/2019
330,5.598621464496154e+18,A,1.0953784199571962e+19,825,18/4/2019
331,5.598621464496154e+18,A,1.0953784199571962e+19,825,18/4/2019
332,5.598621464496154e+18,A,1.0953784199571962e+19,1189,18/4/2019
333,3.6324316635256264e+18,B,9.507524121377446e+18,1899,18/4/2019
334,3.6324316635256264e+18,B,9.507524121377446e+18,796,18/4/2019
335,1.4590819391621485e+19,B,1.727924426120552e+19,169,18/4/2019
336,1.4590819391621485e+19,B,1.727924426120552e+19,69,18/4/2019
337,1.4590819391621485e+19,B,1.727924426120552e+19,169,18/4/2019
338,1.4590819391621485e+19,B,1.727924426120552e+19,39,18/4/2019
339,1.4590819391621485e+19,B,1.727924426120552e+19,56,18/4/2019
340,1.4590819391621485e+19,B,1.727924426120552e+19,169,18/4/2019
341,1.4590819391621485e+19,B,1.727924426120552e+19,399,18/4/2019
342,1.4590819391621485e+19,B,1.727924426120552e+19,129,18/4/2019
343,1.4590819391621485e+19,B,1.727924426120552e+19,56,18/4/2019
344,1.4590819391621485e+19,B,1.727924426120552e+19,39,18/4/2019
345,1.4590819391621485e+19,B,1.727924426120552e+19,169,18/4/2019
346,1.4590819391621485e+19,B,1.727924426120552e+19,69,18/4/2019
347,1.4590819391621485e+19,B,1.727924426120552e+19,129,18/4/2019
348,1.4590819391621485e+19,B,1.727924426120552e+19,399,18/4/2019
349,1.7331634239839772e+18,B,2.088722288024529e+18,1189,18/4/2019
350,1.4252488910992427e+19,B,6.840635807771454e+18,1044,18/4/2019
351,1.4252488910992427e+19,B,7.530143076387171e+18,699,18/4/2019
352,8.43517315338081e+18,B,6.122755345569839e+18,209,18/4/2019
353,8.43517315338081e+18,B,6.122755345569839e+18,209,18/4/2019
354,5.981007271229848e+17,B,1.3527934300799767e+18,116,18/4/2019
355,5.981007271229848e+17,B,1.3527934300799767e+18,3975,18/4/2019
356,5.981007271229848e+17,B,1.3527934300799767e+18,404100,18/4/2019
357,5.981007271229848e+17,B,1.3527934300799767e+18,711,18/4/2019
358,5.981007271229848e+17,B,1.3527934300799767e+18,107100,18/4/2019
359,1.517149419472773e+19,A,5.686179757330448e+18,10575,18/4/2019
360,9.917929817282884e+18,B,1.1837962538637113e+19,348,18/4/2019
361,9.917929817282884e+18,B,1.6980890343242971e+19,1994,18/4/2019
362,9.917929817282884e+18,B,1.6980890343242971e+19,1994,18/4/2019
363,4.4953644202160297e+18,B,1.8122935021111544e+19,849,18/4/2019
364,1.6015871484684489e+19,A,1.6504660490803497e+19,2799,18/4/2019
365,5.32663995034803e+18,B,1.2767010822003186e+19,4056,18/4/2019
366,5.32663995034803e+18,B,1.2767010822003186e+19,164,18/4/2019
367,5.32663995034803e+18,B,1.2767010822003186e+19,1294,18/4/2019
368,5.32663995034803e+18,B,1.2767010822003186e+19,1259,18/4/2019
369,5.32663995034803e+18,B,1.2767010822003186e+19,149,18/4/2019
370,5.32663995034803e+18,B,1.2767010822003186e+19,2399,18/4/2019
371,5.32663995034803e+18,B,1.2767010822003186e+19,164,18/4/2019
372,5.32663995034803e+18,B,1.2767010822003186e+19,1259,18/4/2019
373,5.32663995034803e+18,B,1.2767010822003186e+19,17946,18/4/2019
374,5.32663995034803e+18,B,1.2767010822003186e+19,2399,18/4/2019
375,5.32663995034803e+18,B,1.2767010822003186e+19,1539,18/4/2019
376,5.32663995034803e+18,B,1.2767010822003186e+19,4056,18/4/2019
377,5.32663995034803e+18,B,1.2767010822003186e+19,149,18/4/2019
378,5.32663995034803e+18,B,1.2767010822003186e+19,17946,18/4/2019
379,5.32663995034803e+18,B,1.2767010822003186e+19,999,18/4/2019
380,5.32663995034803e+18,B,1.2767010822003186e+19,1539,18/4/2019
381,5.32663995034803e+18,B,1.2767010822003186e+19,999,18/4/2019
382,5.32663995034803e+18,B,1.2767010822003186e+19,1399,18/4/2019
383,5.32663995034803e+18,B,1.2767010822003186e+19,1294,18/4/2019
