user_id,event_dt,revenue
784008288218,2020-07-11 12:36:00,4.99
582785368945,2020-07-11 02:33:23,4.99
838342453080,2020-07-11 19:52:58,4.99
676009666315,2020-07-11 08:06:02,5.99
674355632468,2020-07-11 18:02:12,4.99
139078379824,2020-07-11 05:02:31,4.99
032352054809,2020-07-11 11:41:45,4.99
915988210018,2020-07-11 10:45:51,4.99
878306440981,2020-07-11 11:32:52,4.99
760784347598,2020-07-11 23:43:12,4.99
473765946951,2020-07-11 16:53:19,4.99
116654849912,2020-07-11 12:31:10,4.99
868795295103,2020-07-11 12:48:10,4.99
290579761212,2020-07-11 10:39:41,4.99
878745139791,2020-07-11 15:10:21,4.99
272607688823,2020-07-11 05:31:27,4.99
081923603100,2020-07-11 03:35:58,4.99
870244433204,2020-07-11 07:57:01,4.99
083396032936,2020-07-11 05:22:34,4.99
032626299763,2020-07-11 21:24:59,49.99
644373692910,2020-07-11 09:44:47,4.99
589085026702,2020-07-11 01:55:41,4.99
922748091101,2020-07-11 14:09:06,4.99
182616790863,2020-07-11 18:38:00,4.99
368101164840,2020-07-11 19:04:59,4.99
524435566779,2020-07-11 04:39:22,4.99
383089255583,2020-07-11 07:42:51,4.99
065082723923,2020-07-11 03:38:30,4.99
169078917546,2020-07-11 02:04:56,4.99
371606276119,2020-07-11 03:41:31,4.99
048955126039,2020-07-11 18:08:39,4.99
858107303815,2020-07-11 23:35:40,4.99
062046440656,2020-07-11 19:03:33,4.99
653869534716,2020-07-11 17:47:00,4.99
706615699585,2020-07-11 11:03:16,4.99
101345708391,2020-07-11 05:08:58,4.99
499320238801,2020-07-11 23:58:35,4.99
278426396199,2020-07-11 07:11:48,4.99
524396284307,2020-07-11 12:51:45,4.99
297922064218,2020-07-11 07:26:19,4.99
353428976441,2020-07-11 13:31:28,4.99
628368135016,2020-07-11 19:20:20,4.99
213537672562,2020-07-11 17:04:39,4.99
048166858728,2020-07-11 12:54:56,4.99
362524982609,2020-07-11 18:50:21,4.99
987151545990,2020-07-11 02:38:07,4.99
296180078032,2020-07-11 19:20:11,4.99
576793007348,2020-07-11 11:34:08,4.99
248749252185,2020-07-11 05:20:37,4.99
531042160297,2020-07-11 15:12:31,4.99
177626468438,2020-07-11 13:01:35,4.99
347102241244,2020-07-11 13:33:16,4.99
872289240787,2020-07-11 04:35:18,4.99
774147812932,2020-07-11 08:04:26,4.99
653652846342,2020-07-11 10:50:10,4.99
976319588653,2020-07-11 06:18:44,4.99
863158021575,2020-07-11 10:55:26,9.99
926405200644,2020-07-11 21:59:51,4.99
531327593056,2020-07-11 22:40:19,4.99
022858844402,2020-07-11 10:30:07,4.99
316528588173,2020-07-11 12:34:17,4.99
919071930193,2020-07-11 16:02:15,4.99
450083605786,2020-07-11 23:25:05,4.99
849824615623,2020-07-11 09:03:22,4.99
994847821792,2020-07-11 11:56:24,4.99
567280961758,2020-07-11 02:40:15,4.99
537095906248,2020-07-11 10:20:19,4.99
914988274607,2020-07-11 07:25:41,4.99
819966684979,2020-07-11 15:05:12,4.99
793011403291,2020-07-11 10:04:05,4.99
398434021034,2020-07-11 17:50:19,4.99
131603609768,2020-07-11 10:08:43,4.99
788238021260,2020-07-11 17:41:41,4.99
142612385379,2020-07-11 08:16:52,4.99
697543040701,2020-07-11 06:08:49,4.99
841158918478,2020-07-11 22:24:59,4.99
079772867953,2020-07-11 04:38:28,4.99
998564498821,2020-07-11 07:05:26,4.99
013738651742,2020-07-11 20:37:59,4.99
499388207612,2020-07-11 21:18:12,4.99
471873932191,2020-07-11 08:22:03,4.99
621985167141,2020-07-11 22:51:49,4.99
266231001795,2020-07-11 10:32:06,4.99
029174203701,2020-07-11 12:04:22,4.99
104440486028,2020-07-11 22:18:51,4.99
531188797440,2020-07-11 16:55:24,4.99
486848284754,2020-07-11 15:09:32,4.99
095869555432,2020-07-11 08:00:29,4.99
830392049984,2020-07-11 19:37:40,4.99
396289854518,2020-07-11 21:32:39,4.99
734248152172,2020-07-11 01:13:05,4.99
740477227149,2020-07-11 02:54:53,4.99
837743959631,2020-07-11 10:59:12,4.99
136985506479,2020-07-11 01:40:30,4.99
135019157139,2020-07-11 21:07:29,4.99
230840508484,2020-07-11 22:13:07,4.99
764547996974,2020-07-11 03:50:26,4.99
437784320326,2020-07-11 07:27:05,4.99
989804122438,2020-07-11 13:02:20,4.99
348932230934,2020-07-11 12:32:49,4.99
509662435574,2020-07-11 01:24:05,4.99
223623075169,2020-07-11 11:32:06,4.99
004477215698,2020-07-11 22:11:13,4.99
132584485509,2020-07-11 07:09:28,4.99
047753745045,2020-07-11 03:37:09,4.99
023695098243,2020-07-11 02:35:49,4.99
331137905294,2020-07-11 00:27:34,4.99
248751690010,2020-07-11 11:13:50,4.99
866264331779,2020-07-11 16:04:42,4.99
943350720782,2020-07-11 12:00:16,4.99
322789969670,2020-07-11 06:00:48,4.99
667919983284,2020-07-11 02:27:28,4.99
335926812844,2020-07-11 09:41:26,4.99
091621834808,2020-07-11 08:33:36,4.99
532613317709,2020-07-11 18:36:51,4.99
738074971149,2020-07-11 05:41:25,4.99
726782402980,2020-07-11 02:11:27,4.99
603457999295,2020-07-11 08:12:51,4.99
495806694544,2020-07-11 12:25:38,4.99
560734453910,2020-07-11 10:06:01,4.99
744012909116,2020-07-11 12:28:42,4.99
871863235319,2020-07-11 22:53:27,4.99
688833277536,2020-07-11 05:09:51,4.99
107298977175,2020-07-11 14:21:37,4.99
487553247389,2020-07-11 10:02:00,4.99
622843400408,2020-07-11 13:09:39,19.99
417246694800,2020-07-11 18:52:51,4.99
868331892261,2020-07-11 08:39:17,4.99
056244006522,2020-07-11 01:45:56,4.99
700552319089,2020-07-11 03:38:25,4.99
003772389736,2020-07-11 15:08:00,4.99
621291200009,2020-07-11 01:25:32,4.99
622471720833,2020-07-11 14:55:47,4.99
934852979536,2020-07-11 00:25:28,4.99
869325607223,2020-07-11 21:31:49,4.99
927451352872,2020-07-11 03:02:08,4.99
043898845672,2020-07-11 06:35:30,4.99
108232581642,2020-07-11 05:08:35,4.99
988740392130,2020-07-11 01:37:32,4.99
569682290568,2020-07-11 09:36:43,4.99
520722315519,2020-07-11 03:59:23,4.99
010337220848,2020-07-11 11:51:06,4.99
606838530461,2020-07-11 06:54:37,4.99
078341314023,2020-07-11 16:13:04,4.99
606887682689,2020-07-11 01:35:06,4.99
655268754831,2020-07-11 22:39:06,4.99
127653437847,2020-07-11 00:28:54,4.99
002032902597,2020-07-11 15:22:35,4.99
800362664980,2020-07-11 18:55:35,4.99
712797482798,2020-07-11 09:37:04,5.99
744395944413,2020-07-11 08:25:41,4.99
145130525240,2020-07-11 02:29:05,4.99
771679481596,2020-07-11 03:50:10,4.99
126373208635,2020-07-11 19:22:22,4.99
576289221065,2020-07-11 09:00:26,4.99
205540574734,2020-07-11 19:07:20,4.99
037633878045,2020-07-11 23:21:44,4.99
700153796529,2020-07-11 07:35:49,4.99
371361795490,2020-07-11 10:55:07,4.99
645982780430,2020-07-11 06:37:45,4.99
127118540981,2020-07-11 20:02:33,4.99
189980637543,2020-07-11 17:20:09,4.99
139267029118,2020-07-11 12:52:02,4.99
757233044042,2020-07-11 05:20:51,4.99
747087650919,2020-07-11 01:11:05,4.99
799954609086,2020-07-11 09:39:58,4.99
220705538986,2020-07-11 12:54:28,4.99
592343631862,2020-07-11 02:02:15,4.99
476284268536,2020-07-11 21:08:31,4.99
399246040429,2020-07-11 07:13:32,4.99
368157328008,2020-07-11 02:22:36,4.99
400215606628,2020-07-11 08:49:37,4.99
347449049935,2020-07-11 23:08:54,4.99
664565138251,2020-07-11 08:46:44,4.99
995984197576,2020-07-11 00:10:43,4.99
933720492634,2020-07-11 15:51:23,4.99
092081595012,2020-07-11 18:29:07,4.99
438902383327,2020-07-11 23:58:47,4.99
920839200158,2020-07-11 16:52:56,4.99
797847464147,2020-07-11 06:22:08,4.99
736991395630,2020-07-11 07:16:06,4.99
069114899662,2020-07-11 00:30:38,4.99
454048619964,2020-07-11 07:26:26,4.99
089070178795,2020-07-11 19:36:48,4.99
047945190740,2020-07-11 22:24:05,4.99
393691421395,2020-07-11 19:00:54,4.99
838043150379,2020-07-11 11:29:33,4.99
709466487553,2020-07-11 21:36:28,4.99
479357607427,2020-07-11 11:02:46,4.99
585078661218,2020-07-11 14:39:50,4.99
767034611586,2020-07-11 04:08:47,4.99
561954077833,2020-07-11 10:31:57,4.99
949513011997,2020-07-11 20:14:40,4.99
106877055734,2020-07-11 07:52:32,49.99
665444235261,2020-07-11 04:55:04,4.99
566541303399,2020-07-11 09:38:36,4.99
221257281323,2020-07-11 05:27:58,4.99
736941817701,2020-07-11 19:39:47,4.99
923991459188,2020-07-11 15:30:27,4.99
923779224295,2020-07-11 11:09:32,4.99
017443793145,2020-07-11 18:20:14,4.99
212019953283,2020-07-11 18:34:28,4.99
929230985459,2020-07-11 13:51:44,4.99
168533351418,2020-07-11 07:42:24,4.99
617665044983,2020-07-11 18:28:53,4.99
696425166370,2020-07-11 21:37:33,4.99
551603507054,2020-07-11 12:07:15,4.99
037704439059,2020-07-11 05:56:05,5.99
338251880524,2020-07-11 08:42:13,4.99
954214645160,2020-07-11 14:06:48,4.99
626197417179,2020-07-11 10:46:57,4.99
367738088059,2020-07-11 21:11:30,4.99
875093136803,2020-07-11 14:07:09,4.99
706198053147,2020-07-11 15:37:59,4.99
700546964348,2020-07-11 03:22:30,4.99
351830715958,2020-07-11 08:56:32,4.99
004047323070,2020-07-11 20:30:26,4.99
235139739514,2020-07-11 20:20:23,4.99
062448000005,2020-07-11 13:40:30,4.99
403324501469,2020-07-11 22:36:42,4.99
600228021625,2020-07-11 01:40:43,4.99
278177312186,2020-07-11 13:30:29,4.99
063480328730,2020-07-11 04:54:30,4.99
711708219426,2020-07-11 12:52:58,4.99
234880926596,2020-07-12 20:48:16,4.99
672067269109,2020-07-12 22:50:04,4.99
823774398375,2020-07-12 17:24:15,4.99
980202908857,2020-07-12 05:33:19,4.99
525063186947,2020-07-12 06:46:16,4.99
951364683193,2020-07-12 11:50:26,4.99
605317099556,2020-07-12 22:53:06,4.99
340639681857,2020-07-12 04:13:09,4.99
683358495829,2020-07-12 21:29:15,4.99
677574204754,2020-07-12 19:44:02,4.99
373169255040,2020-07-12 20:50:23,4.99
517683995192,2020-07-12 11:13:19,4.99
661735297022,2020-07-12 15:53:50,4.99
887096573822,2020-07-12 09:02:40,4.99
029856111426,2020-07-12 15:39:08,4.99
289230758708,2020-07-12 07:16:09,4.99
625860794662,2020-07-12 10:55:39,4.99
834508485821,2020-07-12 04:25:48,9.99
602477432687,2020-07-12 07:44:47,4.99
582785368945,2020-07-12 13:48:53,4.99
676009666315,2020-07-12 23:44:21,4.99
588819528053,2020-07-12 06:30:59,4.99
674355632468,2020-07-12 20:30:52,4.99
139078379824,2020-07-12 10:00:19,4.99
361193733313,2020-07-12 15:09:35,4.99
878745139791,2020-07-12 19:46:25,4.99
032626299763,2020-07-12 05:14:59,4.99
644373692910,2020-07-12 17:25:55,4.99
847530243150,2020-07-12 08:06:44,4.99
202098856190,2020-07-12 18:23:23,4.99
524435566779,2020-07-12 03:47:42,4.99
484546200041,2020-07-12 07:09:58,4.99
910982319915,2020-07-12 13:18:43,4.99
781255956662,2020-07-12 21:26:35,4.99
025954826754,2020-07-12 19:47:08,4.99
169078917546,2020-07-12 10:10:05,4.99
908527435368,2020-07-12 02:44:17,4.99
062046440656,2020-07-12 05:15:44,4.99
706615699585,2020-07-12 03:11:31,4.99
499320238801,2020-07-12 01:14:33,9.99
403786632796,2020-07-12 20:17:59,4.99
991811543892,2020-07-12 09:07:28,4.99
296180078032,2020-07-12 03:57:21,4.99
354463254098,2020-07-12 18:22:17,4.99
803747423887,2020-07-12 11:55:31,4.99
538089363613,2020-07-12 21:14:00,4.99
363061928468,2020-07-12 09:51:15,4.99
228080493264,2020-07-12 12:30:33,5.99
863158021575,2020-07-12 09:17:29,4.99
326895427513,2020-07-12 08:19:58,9.99
735609241854,2020-07-12 22:40:35,4.99
097733108952,2020-07-12 14:43:18,4.99
919071930193,2020-07-12 22:44:04,4.99
420333837843,2020-07-12 05:23:13,4.99
450083605786,2020-07-12 01:55:03,4.99
994847821792,2020-07-12 10:04:22,4.99
914988274607,2020-07-12 05:25:09,4.99
793011403291,2020-07-12 09:28:05,4.99
398434021034,2020-07-12 04:27:02,4.99
131603609768,2020-07-12 02:23:52,4.99
909695214960,2020-07-12 00:23:38,4.99
697543040701,2020-07-12 11:58:33,4.99
633434712246,2020-07-12 08:49:46,4.99
013738651742,2020-07-12 12:50:29,4.99
471873932191,2020-07-12 01:54:45,4.99
693520251176,2020-07-12 17:10:29,4.99
029174203701,2020-07-12 11:39:20,4.99
740477227149,2020-07-12 16:11:23,4.99
135019157139,2020-07-12 12:35:28,4.99
775072263331,2020-07-12 04:19:28,9.99
230840508484,2020-07-12 03:08:37,4.99
843477881868,2020-07-12 08:07:21,4.99
943350720782,2020-07-12 04:48:18,4.99
193847708330,2020-07-12 05:50:44,4.99
322789969670,2020-07-12 20:50:51,4.99
288957938245,2020-07-12 05:49:32,4.99
377230400126,2020-07-12 07:34:30,4.99
022198544060,2020-07-12 20:09:36,4.99
372621481651,2020-07-12 23:46:05,4.99
700552319089,2020-07-12 22:53:44,4.99
944407212935,2020-07-12 01:54:14,49.99
622471720833,2020-07-12 02:45:25,4.99
934852979536,2020-07-12 22:41:50,4.99
927451352872,2020-07-12 11:13:25,4.99
043898845672,2020-07-12 08:59:06,4.99
422083036416,2020-07-12 17:04:12,4.99
331564771266,2020-07-12 21:17:14,4.99
958947222861,2020-07-12 09:16:14,4.99
854867093547,2020-07-12 08:45:56,4.99
280596545480,2020-07-12 22:22:36,4.99
078341314023,2020-07-12 18:02:59,4.99
802410008555,2020-07-12 03:29:42,4.99
047848226698,2020-07-12 04:13:13,4.99
633641875409,2020-07-12 11:07:34,4.99
771679481596,2020-07-12 09:55:55,4.99
394311581019,2020-07-12 06:02:56,4.99
700153796529,2020-07-12 10:48:55,4.99
769544260262,2020-07-12 09:11:35,4.99
609742195635,2020-07-12 05:43:01,4.99
722858361294,2020-07-12 21:25:03,4.99
131126405009,2020-07-12 16:08:38,4.99
139267029118,2020-07-12 08:00:56,4.99
757233044042,2020-07-12 01:18:19,4.99
597769871871,2020-07-12 10:23:23,4.99
455586795647,2020-07-12 08:59:56,4.99
747087650919,2020-07-12 14:27:02,4.99
220705538986,2020-07-12 00:21:33,4.99
368157328008,2020-07-12 17:20:35,4.99
657651876329,2020-07-12 23:44:48,4.99
400215606628,2020-07-12 04:54:04,4.99
214672615629,2020-07-12 07:52:19,4.99
438902383327,2020-07-12 02:10:55,4.99
225987940420,2020-07-12 05:00:05,4.99
764530494027,2020-07-12 04:21:20,4.99
642489924699,2020-07-12 16:58:46,4.99
844506505820,2020-07-12 01:26:41,4.99
700620379786,2020-07-12 18:32:48,4.99
989469079716,2020-07-12 01:39:47,4.99
954214645160,2020-07-12 22:08:51,4.99
626197417179,2020-07-12 21:58:51,4.99
498658204140,2020-07-12 13:28:49,4.99
403324501469,2020-07-12 20:42:20,4.99
045453058695,2020-07-12 05:57:30,4.99
458671608268,2020-07-12 23:46:38,4.99
432731055582,2020-07-12 00:27:42,4.99
737083033555,2020-07-12 23:26:20,4.99
103780525743,2020-07-12 03:54:54,4.99
977082022857,2020-07-12 03:06:07,5.99
855763381082,2020-07-12 02:44:44,9.99
335068773185,2020-07-12 01:29:15,4.99
795328797844,2020-07-12 17:43:10,4.99
712805508262,2020-07-12 10:07:16,4.99
989702120148,2020-07-12 21:21:09,4.99
146577259397,2020-07-12 09:50:44,4.99
340217861798,2020-07-12 06:13:33,4.99
590515467354,2020-07-12 20:23:41,5.99
505205320481,2020-07-12 13:55:04,4.99
725252105956,2020-07-12 08:15:12,4.99
027432737153,2020-07-12 07:30:22,4.99
612545281309,2020-07-12 15:02:30,4.99
742475636590,2020-07-12 10:25:08,4.99
841420227630,2020-07-12 04:26:54,4.99
123076634991,2020-07-12 11:12:36,4.99
123632552476,2020-07-12 18:04:21,5.99
668308724352,2020-07-12 14:28:57,4.99
632403134767,2020-07-12 13:02:59,4.99
474489218829,2020-07-12 06:09:47,4.99
602937719281,2020-07-12 20:51:23,4.99
140763386542,2020-07-12 00:45:38,4.99
351366276259,2020-07-12 05:30:44,4.99
191866182987,2020-07-12 19:49:58,4.99
630899693954,2020-07-12 14:44:15,4.99
730498116938,2020-07-12 13:40:14,4.99
906283305830,2020-07-12 04:58:49,4.99
224920539211,2020-07-12 04:50:40,4.99
864284069408,2020-07-12 05:49:26,4.99
403392498438,2020-07-12 00:39:29,4.99
249757828182,2020-07-12 03:53:52,4.99
922460111464,2020-07-12 13:30:32,4.99
406097241240,2020-07-12 01:36:25,4.99
818627213022,2020-07-12 00:22:48,4.99
026888514863,2020-07-12 08:41:36,5.99
814309432872,2020-07-12 15:26:52,4.99
566361611907,2020-07-12 19:21:23,4.99
138818153472,2020-07-12 07:33:57,4.99
175300804451,2020-07-12 11:58:54,4.99
663299962892,2020-07-12 17:18:36,4.99
190433974143,2020-07-12 20:35:32,4.99
579118137806,2020-07-12 11:52:43,4.99
044873348255,2020-07-12 10:49:00,4.99
423793513712,2020-07-12 02:47:55,4.99
126381647737,2020-07-12 01:50:51,4.99
295631274867,2020-07-12 01:34:39,4.99
254795831025,2020-07-12 15:02:50,4.99
659189882251,2020-07-12 23:21:30,4.99
400962490093,2020-07-12 12:44:56,4.99
826959184678,2020-07-12 07:22:01,4.99
989377023861,2020-07-12 07:17:01,4.99
286544241646,2020-07-12 19:14:15,4.99
927337328234,2020-07-12 22:30:23,4.99
052421564322,2020-07-12 05:39:42,4.99
403030979975,2020-07-12 12:30:00,4.99
456441286932,2020-07-12 14:50:15,4.99
244919423793,2020-07-12 02:34:08,4.99
243456887814,2020-07-12 23:13:35,4.99
435824486962,2020-07-12 16:20:56,4.99
169724940272,2020-07-12 19:41:06,4.99
024044675854,2020-07-12 09:34:40,4.99
369581184631,2020-07-12 15:21:11,4.99
884412416459,2020-07-12 17:32:25,4.99
506095623492,2020-07-12 15:10:29,4.99
164844368525,2020-07-12 00:20:09,4.99
219330689524,2020-07-12 00:07:40,4.99
353700088045,2020-07-12 15:30:33,4.99
156692049034,2020-07-12 10:30:41,4.99
279737496607,2020-07-12 21:24:08,4.99
246989535448,2020-07-12 23:56:26,4.99
892878906473,2020-07-12 21:08:39,4.99
488711690635,2020-07-12 11:12:27,4.99
541262837349,2020-07-12 11:30:08,4.99
715524779379,2020-07-12 19:43:22,4.99
896294202323,2020-07-12 18:54:24,4.99
141764480437,2020-07-12 02:16:29,9.99
799867776591,2020-07-12 11:35:13,4.99
018234262212,2020-07-12 08:54:59,4.99
159788886882,2020-07-12 11:11:59,4.99
835168758761,2020-07-12 02:53:23,4.99
938624425231,2020-07-12 14:38:34,4.99
880638626148,2020-07-12 23:31:45,4.99
958955530068,2020-07-12 00:25:03,4.99
770374413710,2020-07-12 10:50:37,4.99
037875781431,2020-07-12 03:05:11,4.99
006143694898,2020-07-12 20:43:10,19.99
607520743363,2020-07-12 05:01:55,9.99
282687739379,2020-07-12 02:25:50,4.99
578857724364,2020-07-12 05:42:33,4.99
770145308274,2020-07-12 11:09:07,4.99
547745539753,2020-07-12 11:07:17,4.99
207105288382,2020-07-12 22:54:41,4.99
106323446421,2020-07-12 15:25:51,4.99
345504413668,2020-07-12 15:10:16,4.99
507882628771,2020-07-12 21:09:15,4.99
038219591026,2020-07-12 16:27:02,4.99
997123000727,2020-07-12 05:48:06,4.99
470298912066,2020-07-12 12:35:06,4.99
491693973356,2020-07-12 17:52:31,4.99
507285478441,2020-07-12 08:30:39,4.99
004728937669,2020-07-12 07:31:27,4.99
796711666804,2020-07-12 09:46:25,4.99
152968867749,2020-07-12 03:26:20,4.99
693329692471,2020-07-12 18:53:25,4.99
320698348941,2020-07-12 14:27:33,4.99
592538118678,2020-07-12 18:37:52,4.99
301643064013,2020-07-12 23:28:11,5.99
941819404304,2020-07-12 08:11:38,4.99
227511166672,2020-07-12 09:36:24,4.99
900218830373,2020-07-12 20:07:54,4.99
989450775616,2020-07-12 16:33:14,4.99
657126466588,2020-07-12 10:59:28,4.99
706882511875,2020-07-12 22:43:42,4.99
867768082134,2020-07-12 20:46:56,4.99
164835153423,2020-07-12 20:48:55,4.99
010155953185,2020-07-12 00:36:21,4.99
700455543084,2020-07-12 11:28:00,4.99
018889908695,2020-07-12 14:18:48,4.99
784273595304,2020-07-12 22:08:33,4.99
037447430974,2020-07-12 15:53:00,4.99
893618984458,2020-07-12 06:55:40,4.99
090367488349,2020-07-12 11:56:50,4.99
186464932617,2020-07-12 22:49:45,4.99
017006703076,2020-07-12 02:00:30,4.99
410791275055,2020-07-12 21:45:19,4.99
632334260420,2020-07-12 07:50:39,4.99
632397303201,2020-07-12 17:27:43,4.99
647365859953,2020-07-12 20:03:36,4.99
119618477936,2020-07-12 05:32:07,4.99
936916602198,2020-07-12 01:04:38,4.99
602362251662,2020-07-12 21:08:13,4.99
465378816464,2020-07-12 13:57:22,4.99
277281388415,2020-07-12 01:40:04,4.99
442785002268,2020-07-12 13:58:11,4.99
596544912743,2020-07-12 03:13:05,4.99
212213369978,2020-07-12 17:57:21,4.99
512990493596,2020-07-12 01:19:33,4.99
493820360182,2020-07-12 13:10:12,4.99
188124539904,2020-07-12 23:44:03,4.99
566936593022,2020-07-12 07:13:04,4.99
676751591153,2020-07-12 14:58:38,4.99
353367399178,2020-07-12 20:36:41,4.99
259128239482,2020-07-12 20:00:55,4.99
602478352297,2020-07-12 10:06:32,4.99
907648715360,2020-07-12 17:15:16,4.99
650146510647,2020-07-12 12:02:41,4.99
563047857693,2020-07-12 13:03:01,4.99
085254166993,2020-07-12 22:02:32,5.99
114217266131,2020-07-12 09:54:48,4.99
629422140851,2020-07-12 02:18:27,4.99
761806464134,2020-07-12 10:52:59,4.99
737355567732,2020-07-12 10:30:39,4.99
640833808187,2020-07-12 12:09:39,5.99
869192958985,2020-07-12 14:30:23,4.99
631923979182,2020-07-12 22:33:09,4.99
411052044044,2020-07-12 11:24:51,4.99
769708678631,2020-07-12 11:30:41,4.99
220277757466,2020-07-12 05:44:46,4.99
510283032603,2020-07-12 08:56:49,4.99
835741732853,2020-07-12 07:21:49,4.99
410582329808,2020-07-12 01:35:18,4.99
380874037287,2020-07-12 14:14:50,4.99
581413147962,2020-07-12 13:10:09,4.99
689518759775,2020-07-12 11:36:09,4.99
590978331181,2020-07-12 05:22:35,4.99
468688960982,2020-07-12 20:58:25,4.99
329653386939,2020-07-12 01:23:56,4.99
385209128120,2020-07-12 15:08:13,4.99
804762896764,2020-07-12 22:07:40,4.99
818612746842,2020-07-12 02:40:20,4.99
993621081672,2020-07-12 20:31:35,4.99
212854478783,2020-07-12 06:46:28,4.99
998950697885,2020-07-12 19:15:58,4.99
239921290820,2020-07-12 22:17:49,4.99
358945622099,2020-07-12 07:11:48,4.99
732356743801,2020-07-12 18:22:04,4.99
743828033745,2020-07-12 11:28:32,4.99
299456638066,2020-07-12 05:07:30,4.99
271267691721,2020-07-12 21:28:18,4.99
652441155667,2020-07-12 17:10:36,4.99
480818410176,2020-07-12 09:34:59,4.99
159466156256,2020-07-12 09:25:05,4.99
076718691668,2020-07-12 21:44:47,4.99
491565016955,2020-07-12 21:52:00,4.99
574054126713,2020-07-12 05:22:30,4.99
285460754228,2020-07-12 20:11:31,4.99
478278906595,2020-07-12 11:20:48,4.99
514419780866,2020-07-12 04:26:59,4.99
710016142237,2020-07-12 21:27:34,4.99
235324154720,2020-07-12 13:37:59,4.99
762204551945,2020-07-12 10:40:11,4.99
413333791064,2020-07-12 18:21:47,4.99
135114243951,2020-07-12 11:38:59,4.99
523914423299,2020-07-12 01:43:12,4.99
528636549987,2020-07-12 04:29:53,4.99
830805737439,2020-07-12 10:39:54,4.99
934378293593,2020-07-12 15:53:18,4.99
279503557413,2020-07-12 15:37:26,4.99
750424380914,2020-07-12 07:27:47,4.99
385006529700,2020-07-12 20:08:01,4.99
841234428715,2020-07-12 13:08:42,4.99
554484358661,2020-07-12 07:07:58,4.99
266161602866,2020-07-12 15:57:10,4.99
709894362575,2020-07-12 08:05:17,4.99
635708684712,2020-07-12 07:52:00,4.99
787917146735,2020-07-12 20:55:22,4.99
096440570346,2020-07-12 00:14:21,4.99
493160824480,2020-07-12 11:56:50,4.99
434394431383,2020-07-12 15:49:37,4.99
328790243519,2020-07-12 16:46:50,9.99
063131336365,2020-07-12 09:09:26,4.99
775480663675,2020-07-12 09:41:29,4.99
552162127429,2020-07-12 01:40:31,4.99
646626324133,2020-07-12 07:03:13,4.99
042933463092,2020-07-12 01:29:50,5.99
277582186116,2020-07-12 08:12:43,4.99
348394881966,2020-07-12 16:04:46,4.99
501207506512,2020-07-12 00:37:01,4.99
970761215480,2020-07-12 09:43:15,4.99
068146532422,2020-07-12 07:54:32,4.99
315170170398,2020-07-12 02:32:35,4.99
335172528571,2020-07-12 00:44:07,4.99
878620805223,2020-07-12 17:21:50,4.99
110500987360,2020-07-12 09:53:56,4.99
352855303774,2020-07-12 11:46:12,4.99
873662808176,2020-07-12 20:13:49,4.99
873846413317,2020-07-12 13:05:22,4.99
792988159701,2020-07-12 09:22:29,5.99
787126518169,2020-07-12 09:26:41,4.99
786164694322,2020-07-12 05:22:57,4.99
539576757523,2020-07-12 03:39:07,4.99
985478235951,2020-07-12 15:31:24,4.99
169885097891,2020-07-12 03:50:52,4.99
233555692920,2020-07-12 19:45:01,4.99
781745097767,2020-07-12 02:08:20,4.99
050664673281,2020-07-12 05:26:59,4.99
676185023552,2020-07-12 04:04:06,4.99
026900521675,2020-07-12 19:01:59,4.99
