event_time,uid,event_name
2019-08-22 08:12:27.425000,108233483439,success
2019-08-22 08:12:27.425000,108233483439,success
2019-08-22 08:12:27.425000,108233483439,success
2019-08-22 08:12:27.425000,108233483439,success
2019-08-22 08:12:27.425000,108233483439,success
2019-08-22 08:12:27.425000,108233483439,success
2019-08-22 08:11:12.785000,108233483439,chat_message
2019-08-22 08:11:12.785000,108233483439,chat_message
2019-08-22 08:11:12.785000,108233483439,chat_message
2019-08-22 08:11:12.785000,108233483439,chat_message
2019-08-22 08:11:12.785000,108233483439,chat_message
2019-08-22 08:11:12.785000,108233483439,chat_message
2019-08-22 08:11:20.385000,108233483439,chat_message
2019-08-22 08:11:20.385000,108233483439,chat_message
2019-08-22 08:11:20.385000,108233483439,chat_message
2019-08-22 08:11:20.385000,108233483439,chat_message
2019-08-22 08:11:20.385000,108233483439,chat_message
2019-08-22 08:11:20.385000,108233483439,chat_message
2019-08-22 08:11:57.162000,108233483439,chat_message
2019-08-22 08:11:57.162000,108233483439,chat_message
2019-08-22 08:11:57.162000,108233483439,chat_message
2019-08-22 08:11:57.162000,108233483439,chat_message
2019-08-22 08:11:57.162000,108233483439,chat_message
2019-08-22 08:11:57.162000,108233483439,chat_message
2019-08-22 08:12:14.372000,108233483439,chat_message
2019-08-22 08:12:14.372000,108233483439,chat_message
2019-08-22 08:12:14.372000,108233483439,chat_message
2019-08-22 08:12:14.372000,108233483439,chat_message
2019-08-22 08:12:14.372000,108233483439,chat_message
2019-08-22 08:12:14.372000,108233483439,chat_message
2019-08-22 08:11:26.921000,108233483439,pageview
2019-08-22 08:11:26.921000,108233483439,pageview
2019-08-22 08:11:26.921000,108233483439,pageview
2019-08-22 08:11:26.921000,108233483439,pageview
2019-08-22 08:11:26.921000,108233483439,pageview
2019-08-22 08:11:26.921000,108233483439,pageview
2019-08-22 08:12:29.802000,108233483439,chat_message
2019-08-22 08:12:29.802000,108233483439,chat_message
2019-08-22 08:12:29.802000,108233483439,chat_message
2019-08-22 08:12:29.802000,108233483439,chat_message
2019-08-22 08:12:29.802000,108233483439,chat_message
2019-08-22 08:12:29.802000,108233483439,chat_message
2019-08-22 08:10:26.891000,108233483439,chat_message
2019-08-22 08:10:26.891000,108233483439,chat_message
2019-08-22 08:10:26.891000,108233483439,chat_message
2019-08-22 08:10:26.891000,108233483439,chat_message
2019-08-22 08:10:26.891000,108233483439,chat_message
2019-08-22 08:10:26.891000,108233483439,chat_message
2019-08-22 08:11:37.546000,108233483439,success
2019-08-22 08:11:37.546000,108233483439,success
2019-08-22 08:11:37.546000,108233483439,success
2019-08-22 08:11:37.546000,108233483439,success
2019-08-22 08:11:37.546000,108233483439,success
2019-08-22 08:11:37.546000,108233483439,success
2019-08-22 08:11:04.824000,108233483439,chat_message
2019-08-22 08:11:04.824000,108233483439,chat_message
2019-08-22 08:11:04.824000,108233483439,chat_message
2019-08-22 08:11:04.824000,108233483439,chat_message
2019-08-22 08:11:04.824000,108233483439,chat_message
2019-08-22 08:11:04.824000,108233483439,chat_message
2019-08-22 08:11:06.309000,108233483439,chat_message
2019-08-22 08:11:06.309000,108233483439,chat_message
2019-08-22 08:11:06.309000,108233483439,chat_message
2019-08-22 08:11:06.309000,108233483439,chat_message
2019-08-22 08:11:06.309000,108233483439,chat_message
2019-08-22 08:11:06.309000,108233483439,chat_message
2019-08-22 08:14:04.225000,108233627645,chat_message
2019-08-22 08:14:04.225000,108233627645,chat_message
2019-08-22 08:14:04.225000,108233627645,chat_message
2019-08-22 08:14:04.225000,108233627645,chat_message
2019-08-22 08:14:04.225000,108233627645,chat_message
2019-08-22 08:14:04.225000,108233627645,chat_message
2019-08-22 08:12:42.873000,108233627645,success
2019-08-22 08:12:42.873000,108233627645,success
2019-08-22 08:12:42.873000,108233627645,success
2019-08-22 08:12:42.873000,108233627645,success
2019-08-22 08:12:42.873000,108233627645,success
2019-08-22 08:12:42.873000,108233627645,success
2019-08-22 08:12:45.801000,108233627645,chat_message
2019-08-22 08:12:45.801000,108233627645,chat_message
2019-08-22 08:12:45.801000,108233627645,chat_message
2019-08-22 08:12:45.801000,108233627645,chat_message
2019-08-22 08:12:45.801000,108233627645,chat_message
2019-08-22 08:12:45.801000,108233627645,chat_message
2019-08-22 08:12:51.176000,108233627645,pageview
2019-08-22 08:12:51.176000,108233627645,pageview
2019-08-22 08:12:51.176000,108233627645,pageview
2019-08-22 08:12:51.176000,108233627645,pageview
2019-08-22 08:12:51.176000,108233627645,pageview
2019-08-22 08:12:51.176000,108233627645,pageview
2019-08-22 08:15:05.101000,108233779203,chat_message
2019-08-22 08:15:10.759000,108233779203,chat_message
2019-08-22 08:15:01.205000,108233779203,success
2019-08-22 08:40:51.589000,108235097077,pageview
2019-08-22 10:53:20.557000,108244708105,pageview
2019-08-22 10:52:26.845000,108244708105,chat_message
2019-08-22 12:11:01.828000,108250896787,chat_message
2019-08-22 12:11:29.053000,108250896787,chat_message
2019-08-22 12:13:06.750000,108250896787,pageview
2019-08-22 12:05:35.510000,108250896787,pageview
2019-08-22 12:31:29.592000,108250896787,pageview
2019-08-22 12:41:35.877000,108254266516,pageview
2019-08-22 12:41:35.877000,108254266516,pageview
2019-08-22 12:41:35.877000,108254266516,pageview
2019-08-22 12:41:35.877000,108254266516,pageview
2019-08-22 12:41:35.877000,108254266516,pageview
2019-08-22 12:41:35.877000,108254266516,pageview
2019-08-22 12:46:27.556000,108254545019,pageview
2019-08-22 12:46:27.556000,108254545019,pageview
2019-08-22 12:46:27.556000,108254545019,pageview
2019-08-22 12:46:27.556000,108254545019,pageview
2019-08-22 12:46:27.556000,108254545019,pageview
2019-08-22 14:57:38.340000,108268351092,success
2019-08-22 14:57:38.340000,108268351092,success
2019-08-22 14:57:38.340000,108268351092,success
2019-08-22 14:57:38.340000,108268351092,success
2019-08-22 14:57:38.340000,108268351092,success
2019-08-22 14:57:38.340000,108268351092,success
2019-08-22 14:55:35.732000,108268351092,chat_message
2019-08-22 14:55:35.732000,108268351092,chat_message
2019-08-22 14:55:35.732000,108268351092,chat_message
2019-08-22 14:55:35.732000,108268351092,chat_message
2019-08-22 14:55:35.732000,108268351092,chat_message
2019-08-22 14:55:35.732000,108268351092,chat_message
2019-08-22 14:55:50.061000,108268351092,chat_message
2019-08-22 14:55:50.061000,108268351092,chat_message
2019-08-22 14:55:50.061000,108268351092,chat_message
2019-08-22 14:55:50.061000,108268351092,chat_message
2019-08-22 14:55:50.061000,108268351092,chat_message
2019-08-22 14:55:50.061000,108268351092,chat_message
2019-08-22 14:55:44.895000,108268351092,chat_message
2019-08-22 14:55:44.895000,108268351092,chat_message
2019-08-22 14:55:44.895000,108268351092,chat_message
2019-08-22 14:55:44.895000,108268351092,chat_message
2019-08-22 14:55:44.895000,108268351092,chat_message
2019-08-22 14:55:44.895000,108268351092,chat_message
2019-08-22 14:55:16.168000,108268351092,pageview
2019-08-22 14:55:16.168000,108268351092,pageview
2019-08-22 14:55:16.168000,108268351092,pageview
2019-08-22 14:55:16.168000,108268351092,pageview
2019-08-22 14:55:16.168000,108268351092,pageview
2019-08-22 14:55:16.168000,108268351092,pageview
2019-08-22 14:56:21.458000,108268351092,chat_message
2019-08-22 14:56:21.458000,108268351092,chat_message
2019-08-22 14:56:21.458000,108268351092,chat_message
2019-08-22 14:56:21.458000,108268351092,chat_message
2019-08-22 14:56:21.458000,108268351092,chat_message
2019-08-22 14:56:21.458000,108268351092,chat_message
2019-08-22 14:55:29.272000,108268351092,success
2019-08-22 14:55:29.272000,108268351092,success
2019-08-22 14:55:29.272000,108268351092,success
2019-08-22 14:55:29.272000,108268351092,success
2019-08-22 14:55:29.272000,108268351092,success
2019-08-22 14:55:29.272000,108268351092,success
2019-08-22 14:55:31.316000,108268351092,chat_message
2019-08-22 14:55:31.316000,108268351092,chat_message
2019-08-22 14:55:31.316000,108268351092,chat_message
2019-08-22 14:55:31.316000,108268351092,chat_message
2019-08-22 14:55:31.316000,108268351092,chat_message
2019-08-22 14:55:31.316000,108268351092,chat_message
2019-08-22 14:55:40.202000,108268351092,chat_message
2019-08-22 14:55:40.202000,108268351092,chat_message
2019-08-22 14:55:40.202000,108268351092,chat_message
2019-08-22 14:55:40.202000,108268351092,chat_message
2019-08-22 14:55:40.202000,108268351092,chat_message
2019-08-22 14:55:40.202000,108268351092,chat_message
2019-08-22 14:57:40.834000,108268351092,chat_message
2019-08-22 14:57:40.834000,108268351092,chat_message
2019-08-22 14:57:40.834000,108268351092,chat_message
2019-08-22 14:57:40.834000,108268351092,chat_message
2019-08-22 14:57:40.834000,108268351092,chat_message
2019-08-22 14:57:40.834000,108268351092,chat_message
2019-08-22 15:00:14.209000,108268682548,chat_message
2019-08-22 15:00:14.209000,108268682548,chat_message
2019-08-22 15:00:14.209000,108268682548,chat_message
2019-08-22 15:00:14.209000,108268682548,chat_message
2019-08-22 15:00:14.209000,108268682548,chat_message
2019-08-22 14:59:58.130000,108268682548,pageview
2019-08-22 14:59:58.130000,108268682548,pageview
2019-08-22 14:59:58.130000,108268682548,pageview
2019-08-22 14:59:58.130000,108268682548,pageview
2019-08-22 14:59:58.130000,108268682548,pageview
2019-08-22 14:59:23.299000,108268682548,success
2019-08-22 14:59:23.299000,108268682548,success
2019-08-22 14:59:23.299000,108268682548,success
2019-08-22 14:59:23.299000,108268682548,success
2019-08-22 14:59:23.299000,108268682548,success
2019-08-22 14:58:22.142000,108268682548,pageview
2019-08-22 14:58:22.142000,108268682548,pageview
2019-08-22 14:58:22.142000,108268682548,pageview
2019-08-22 14:58:22.142000,108268682548,pageview
2019-08-22 14:58:22.142000,108268682548,pageview
2019-08-22 14:58:43.120000,108268682548,pageview
2019-08-22 14:58:43.120000,108268682548,pageview
2019-08-22 14:58:43.120000,108268682548,pageview
2019-08-22 14:58:43.120000,108268682548,pageview
2019-08-22 14:58:43.120000,108268682548,pageview
2019-08-22 15:00:47.927000,108268982048,chat_message
2019-08-22 15:37:25.510000,108272786026,chat_message
2019-08-22 15:37:25.510000,108272786026,chat_message
2019-08-22 15:37:25.510000,108272786026,chat_message
2019-08-22 15:37:25.510000,108272786026,chat_message
2019-08-22 15:37:25.510000,108272786026,chat_message
2019-08-22 15:37:25.510000,108272786026,chat_message
2019-08-22 15:35:05.755000,108272786026,chat_message
2019-08-22 15:35:05.755000,108272786026,chat_message
2019-08-22 15:35:05.755000,108272786026,chat_message
2019-08-22 15:35:05.755000,108272786026,chat_message
2019-08-22 15:35:05.755000,108272786026,chat_message
2019-08-22 15:35:05.755000,108272786026,chat_message
2019-08-22 15:36:35.230000,108272786026,pageview
2019-08-22 15:36:35.230000,108272786026,pageview
2019-08-22 15:36:35.230000,108272786026,pageview
2019-08-22 15:36:35.230000,108272786026,pageview
2019-08-22 15:36:35.230000,108272786026,pageview
2019-08-22 15:36:35.230000,108272786026,pageview
2019-08-22 15:35:03.091000,108272786026,success
2019-08-22 15:35:03.091000,108272786026,success
2019-08-22 15:35:03.091000,108272786026,success
2019-08-22 15:35:03.091000,108272786026,success
2019-08-22 15:35:03.091000,108272786026,success
2019-08-22 15:35:03.091000,108272786026,success
2019-08-22 15:36:25.862000,108272786026,chat_message
2019-08-22 15:36:25.862000,108272786026,chat_message
2019-08-22 15:36:25.862000,108272786026,chat_message
2019-08-22 15:36:25.862000,108272786026,chat_message
2019-08-22 15:36:25.862000,108272786026,chat_message
2019-08-22 15:36:25.862000,108272786026,chat_message
2019-08-22 15:36:23.474000,108272786026,success
2019-08-22 15:36:23.474000,108272786026,success
2019-08-22 15:36:23.474000,108272786026,success
2019-08-22 15:36:23.474000,108272786026,success
2019-08-22 15:36:23.474000,108272786026,success
2019-08-22 15:36:23.474000,108272786026,success
2019-08-22 15:34:54.410000,108272786026,pageview
2019-08-22 15:34:54.410000,108272786026,pageview
2019-08-22 15:34:54.410000,108272786026,pageview
2019-08-22 15:34:54.410000,108272786026,pageview
2019-08-22 15:34:54.410000,108272786026,pageview
2019-08-22 15:34:54.410000,108272786026,pageview
2019-08-22 15:35:21.232000,108272786026,pageview
2019-08-22 15:35:21.232000,108272786026,pageview
2019-08-22 15:35:21.232000,108272786026,pageview
2019-08-22 15:35:21.232000,108272786026,pageview
2019-08-22 15:35:21.232000,108272786026,pageview
2019-08-22 15:35:21.232000,108272786026,pageview
2019-08-22 15:39:36.577000,108273075903,chat_message
2019-08-22 15:39:36.577000,108273075903,chat_message
2019-08-22 15:39:36.577000,108273075903,chat_message
2019-08-22 15:39:36.577000,108273075903,chat_message
2019-08-22 15:38:33.942000,108273075903,pageview
2019-08-22 15:38:33.942000,108273075903,pageview
2019-08-22 15:38:33.942000,108273075903,pageview
2019-08-22 15:38:33.942000,108273075903,pageview
2019-08-22 15:39:21.684000,108273075903,pageview
2019-08-22 15:39:21.684000,108273075903,pageview
2019-08-22 15:39:21.684000,108273075903,pageview
2019-08-22 15:39:21.684000,108273075903,pageview
2019-08-22 15:37:40.440000,108273075903,success
2019-08-22 15:37:40.440000,108273075903,success
2019-08-22 15:37:40.440000,108273075903,success
2019-08-22 15:37:40.440000,108273075903,success
2019-08-22 15:37:27.650000,108273075903,pageview
2019-08-22 15:37:27.650000,108273075903,pageview
2019-08-22 15:37:27.650000,108273075903,pageview
2019-08-22 15:37:27.650000,108273075903,pageview
2019-08-22 15:38:19.796000,108273075903,success
2019-08-22 15:38:19.796000,108273075903,success
2019-08-22 15:38:19.796000,108273075903,success
2019-08-22 15:38:19.796000,108273075903,success
2019-08-22 15:39:33.118000,108273075903,success
2019-08-22 15:39:33.118000,108273075903,success
2019-08-22 15:39:33.118000,108273075903,success
2019-08-22 15:39:33.118000,108273075903,success
2019-08-22 15:37:52.501000,108273075903,pageview
2019-08-22 15:37:52.501000,108273075903,pageview
2019-08-22 15:37:52.501000,108273075903,pageview
2019-08-22 15:37:52.501000,108273075903,pageview
2019-08-22 15:40:11.058000,108273317606,chat_message
2019-08-22 15:40:12.858000,108273317606,chat_message
2019-08-22 15:40:14.722000,108273317606,chat_message
2019-08-22 15:40:39.751000,108273421761,pageview
2019-08-22 15:41:03.200000,108273421761,pageview
2019-08-22 15:42:27.053000,108273421761,success
2019-08-22 15:42:18.418000,108273421761,chat_message
2019-08-22 17:21:27.641000,108284147768,chat_message
2019-08-22 17:19:04.651000,108284147768,chat_message
2019-08-22 17:16:04.179000,108284147768,pageview
2019-08-22 17:18:18.185000,108284147768,chat_message
2019-08-22 17:18:33.858000,108284147768,chat_message
2019-08-22 18:18:54.374000,108291031612,pageview
2019-08-22 21:13:56.657000,108309471296,pageview
2019-08-22 21:13:56.657000,108309471296,pageview
2019-08-22 21:13:56.657000,108309471296,pageview
2019-08-22 21:13:56.657000,108309471296,pageview
2019-08-22 21:13:56.657000,108309471296,pageview
2019-08-22 21:13:56.657000,108309471296,pageview
2019-08-22 21:13:41.915000,108309471296,success
2019-08-22 21:13:41.915000,108309471296,success
2019-08-22 21:13:41.915000,108309471296,success
2019-08-22 21:13:41.915000,108309471296,success
2019-08-22 21:13:41.915000,108309471296,success
2019-08-22 21:13:41.915000,108309471296,success
2019-08-22 21:11:31.246000,108309471296,success
2019-08-22 21:11:31.246000,108309471296,success
2019-08-22 21:11:31.246000,108309471296,success
2019-08-22 21:11:31.246000,108309471296,success
2019-08-22 21:11:31.246000,108309471296,success
2019-08-22 21:11:31.246000,108309471296,success
2019-08-22 21:13:43.903000,108309471296,chat_message
2019-08-22 21:13:43.903000,108309471296,chat_message
2019-08-22 21:13:43.903000,108309471296,chat_message
2019-08-22 21:13:43.903000,108309471296,chat_message
2019-08-22 21:13:43.903000,108309471296,chat_message
2019-08-22 21:13:43.903000,108309471296,chat_message
2019-08-22 21:12:13.457000,108309471296,chat_message
2019-08-22 21:12:13.457000,108309471296,chat_message
2019-08-22 21:12:13.457000,108309471296,chat_message
2019-08-22 21:12:13.457000,108309471296,chat_message
2019-08-22 21:12:13.457000,108309471296,chat_message
2019-08-22 21:12:13.457000,108309471296,chat_message
2019-08-22 21:12:15.040000,108309471296,chat_message
2019-08-22 21:12:15.040000,108309471296,chat_message
2019-08-22 21:12:15.040000,108309471296,chat_message
2019-08-22 21:12:15.040000,108309471296,chat_message
2019-08-22 21:12:15.040000,108309471296,chat_message
2019-08-22 21:12:15.040000,108309471296,chat_message
2019-08-22 21:12:17.512000,108309471296,chat_message
2019-08-22 21:12:17.512000,108309471296,chat_message
2019-08-22 21:12:17.512000,108309471296,chat_message
2019-08-22 21:12:17.512000,108309471296,chat_message
2019-08-22 21:12:17.512000,108309471296,chat_message
2019-08-22 21:12:17.512000,108309471296,chat_message
2019-08-22 21:12:21.368000,108309471296,chat_message
2019-08-22 21:12:21.368000,108309471296,chat_message
2019-08-22 21:12:21.368000,108309471296,chat_message
2019-08-22 21:12:21.368000,108309471296,chat_message
2019-08-22 21:12:21.368000,108309471296,chat_message
2019-08-22 21:12:21.368000,108309471296,chat_message
2019-08-22 21:12:27.664000,108309471296,chat_message
2019-08-22 21:12:27.664000,108309471296,chat_message
2019-08-22 21:12:27.664000,108309471296,chat_message
2019-08-22 21:12:27.664000,108309471296,chat_message
2019-08-22 21:12:27.664000,108309471296,chat_message
2019-08-22 21:12:27.664000,108309471296,chat_message
2019-08-22 21:12:11.893000,108309471296,chat_message
2019-08-22 21:12:11.893000,108309471296,chat_message
2019-08-22 21:12:11.893000,108309471296,chat_message
2019-08-22 21:12:11.893000,108309471296,chat_message
2019-08-22 21:12:11.893000,108309471296,chat_message
2019-08-22 21:12:11.893000,108309471296,chat_message
2019-08-22 21:12:08.632000,108309471296,chat_message
2019-08-22 21:12:08.632000,108309471296,chat_message
2019-08-22 21:12:08.632000,108309471296,chat_message
2019-08-22 21:12:08.632000,108309471296,chat_message
2019-08-22 21:12:08.632000,108309471296,chat_message
2019-08-22 21:12:08.632000,108309471296,chat_message
2019-08-22 21:12:05.605000,108309471296,success
2019-08-22 21:12:05.605000,108309471296,success
2019-08-22 21:12:05.605000,108309471296,success
2019-08-22 21:12:05.605000,108309471296,success
2019-08-22 21:12:05.605000,108309471296,success
2019-08-22 21:12:05.605000,108309471296,success
2019-08-22 21:13:20.906000,108309471296,chat_message
2019-08-22 21:13:20.906000,108309471296,chat_message
2019-08-22 21:13:20.906000,108309471296,chat_message
2019-08-22 21:13:20.906000,108309471296,chat_message
2019-08-22 21:13:20.906000,108309471296,chat_message
2019-08-22 21:13:20.906000,108309471296,chat_message
2019-08-22 21:11:32.670000,108309471296,chat_message
2019-08-22 21:11:32.670000,108309471296,chat_message
2019-08-22 21:11:32.670000,108309471296,chat_message
2019-08-22 21:11:32.670000,108309471296,chat_message
2019-08-22 21:11:32.670000,108309471296,chat_message
2019-08-22 21:11:32.670000,108309471296,chat_message
2019-08-22 21:12:30.857000,108309471296,chat_message
2019-08-22 21:12:30.857000,108309471296,chat_message
2019-08-22 21:12:30.857000,108309471296,chat_message
2019-08-22 21:12:30.857000,108309471296,chat_message
2019-08-22 21:12:30.857000,108309471296,chat_message
2019-08-22 21:12:30.857000,108309471296,chat_message
2019-08-22 21:13:46.803000,108309471296,chat_message
2019-08-22 21:13:46.803000,108309471296,chat_message
2019-08-22 21:13:46.803000,108309471296,chat_message
2019-08-22 21:13:46.803000,108309471296,chat_message
2019-08-22 21:13:46.803000,108309471296,chat_message
2019-08-22 21:13:46.803000,108309471296,chat_message
2019-08-22 21:12:46.598000,108309471296,pageview
2019-08-22 21:12:46.598000,108309471296,pageview
2019-08-22 21:12:46.598000,108309471296,pageview
2019-08-22 21:12:46.598000,108309471296,pageview
2019-08-22 21:12:46.598000,108309471296,pageview
2019-08-22 21:12:46.598000,108309471296,pageview
2019-08-22 21:12:57.821000,108309471296,success
2019-08-22 21:12:57.821000,108309471296,success
2019-08-22 21:12:57.821000,108309471296,success
2019-08-22 21:12:57.821000,108309471296,success
2019-08-22 21:12:57.821000,108309471296,success
2019-08-22 21:12:57.821000,108309471296,success
2019-08-22 21:13:00.689000,108309471296,chat_message
2019-08-22 21:13:00.689000,108309471296,chat_message
2019-08-22 21:13:00.689000,108309471296,chat_message
2019-08-22 21:13:00.689000,108309471296,chat_message
2019-08-22 21:13:00.689000,108309471296,chat_message
2019-08-22 21:13:00.689000,108309471296,chat_message
2019-08-22 21:13:10.613000,108309471296,pageview
2019-08-22 21:13:10.613000,108309471296,pageview
2019-08-22 21:13:10.613000,108309471296,pageview
2019-08-22 21:13:10.613000,108309471296,pageview
2019-08-22 21:13:10.613000,108309471296,pageview
2019-08-22 21:13:10.613000,108309471296,pageview
2019-08-22 21:13:18.787000,108309471296,success
2019-08-22 21:13:18.787000,108309471296,success
2019-08-22 21:13:18.787000,108309471296,success
2019-08-22 21:13:18.787000,108309471296,success
2019-08-22 21:13:18.787000,108309471296,success
2019-08-22 21:13:18.787000,108309471296,success
2019-08-22 21:11:51.207000,108309471296,pageview
