bill_datetime,persons,restaurant_bill,tips,waiter_sex
2019-01-13 11:11:29,2,19.8,3.6500000000000004,Female
2019-01-13 11:14:32,2,20.950000000000003,3.7,Male
2019-01-13 11:19:50,2,16.8,1.75,Male
2019-01-13 11:29:34,4,26.6,8.15,Male
2019-01-13 12:00:25,2,15.350000000000001,3.45,Male
2019-01-13 12:36:08,3,10.950000000000001,1.8,Female
2019-01-13 12:40:12,4,39.2,4.4,Male
2019-01-13 12:49:27,3,20.5,3.95,Female
2019-01-13 12:52:19,2,15.700000000000001,3.0500000000000003,Male
2019-01-13 12:53:51,4,33.85,5.2,Male
2019-01-13 13:01:07,4,36.5,4.3,Male
2019-01-13 13:15:50,4,24.650000000000002,7.300000000000001,Male
2019-01-13 13:23:27,2,14.100000000000001,2.8000000000000003,Male
2019-01-13 13:25:19,2,23.05,4.3,Male
2019-01-13 13:35:31,4,18.75,2.35,Male
2019-01-13 13:58:04,4,32.300000000000004,5.95,Male
2019-01-13 14:06:58,2,45.900000000000006,3.9000000000000004,Male
2019-01-13 14:07:27,6,51.900000000000006,5.5,Male
2019-01-13 14:09:42,4,33.550000000000004,6.25,Male
2019-01-13 14:20:06,2,15.5,2.3000000000000003,Male
2019-01-13 14:51:10,2,10.9,1.6,Male
2019-01-13 14:51:23,3,28.8,4.8500000000000005,Female
2019-01-13 14:52:28,2,19.05,3.9000000000000004,Female
2019-01-13 15:04:52,2,18.2,1.2000000000000002,Female
2019-01-13 15:17:29,3,29.05,5.2,Female
2019-01-13 15:31:31,4,26.85,5.550000000000001,Male
2019-01-13 15:40:47,6,54.25,6.15,Male
2019-01-13 15:45:16,2,19.8,3.35,Male
2019-01-13 15:53:15,3,42.7,4.8500000000000005,Male
2019-01-13 16:01:33,3,11.15,2.0,Male
2019-01-13 16:35:43,2,38.45,4.2,Male
2019-01-13 16:39:37,4,25.5,7.300000000000001,Male
2019-01-13 16:44:52,5,33.050000000000004,2.45,Male
2019-01-13 16:52:47,2,24.150000000000002,4.9,Male
2019-01-13 16:54:01,4,38.6,4.2,Male
2019-01-13 17:02:23,2,34.6,3.5500000000000003,Male
2019-01-13 17:13:41,4,25.5,7.6000000000000005,Male
2019-01-13 17:35:21,2,26.150000000000002,2.95,Male
2019-01-13 17:35:34,2,13.3,2.9000000000000004,Male
2019-01-13 17:42:46,3,17.5,4.3,Male
2019-01-13 17:50:38,2,16.95,2.25,Male
2019-01-13 18:03:18,4,27.85,4.65,Female
2019-01-13 18:04:34,2,18.85,2.25,Male
2019-01-13 18:18:06,3,48.25,3.8000000000000003,Male
2019-01-13 18:30:39,2,35.300000000000004,3.85,Male
2019-01-13 18:44:46,2,15.65,3.6,Male
2019-01-13 18:49:46,2,21.400000000000002,4.3500000000000005,Male
2019-01-13 19:03:53,2,15.55,2.95,Male
2019-01-13 19:18:27,2,17.05,3.95,Female
2019-01-13 19:22:44,3,18.3,4.15,Male
2019-01-13 19:34:36,2,26.55,4.1000000000000005,Male
2019-01-13 19:42:37,3,28.400000000000002,4.95,Female
2019-01-13 19:50:18,2,37.6,4.05,Male
2019-01-13 19:57:37,3,23.0,4.05,Male
2019-01-13 20:02:37,4,27.3,4.9,Male
2019-01-13 20:06:22,3,49.150000000000006,3.9000000000000004,Male
2019-01-13 20:33:50,4,27.5,4.5,Female
2019-01-13 20:49:10,2,27.5,3.1500000000000004,Male
2019-01-13 20:49:20,2,14.25,2.8000000000000003,Female
2019-01-13 20:49:27,2,20.6,3.6500000000000004,Male
2019-01-13 20:58:59,3,17.650000000000002,4.05,Male
2019-01-13 21:05:49,2,8.1,6.15,Male
2019-01-13 21:17:59,4,18.650000000000002,2.35,Male
2019-01-13 21:18:24,2,10.600000000000001,1.75,Male
2019-01-13 21:23:21,2,15.850000000000001,2.1,Male
2019-01-13 21:54:03,2,16.0,3.5500000000000003,Male
2019-01-13 21:55:38,2,19.25,5.25,Male
2019-01-13 21:58:13,4,23.450000000000003,3.95,Male
2019-01-13 22:01:36,2,10.600000000000001,1.6,Male
2019-01-13 22:12:01,3,26.25,3.95,Male
2019-01-13 22:17:03,2,16.900000000000002,2.45,Male
2019-01-13 22:31:35,4,27.05,4.65,Female
2019-01-13 22:35:12,6,50.800000000000004,5.95,Male
2019-01-13 22:42:16,4,25.400000000000002,7.800000000000001,Male
2019-01-13 22:50:38,2,19.400000000000002,3.35,Male
2019-01-13 22:51:07,2,15.8,2.95,Male
2019-01-13 23:00:03,2,18.85,1.3,Female
2019-01-13 23:03:36,4,28.3,5.0,Male
2019-01-13 23:23:00,4,26.6,5.550000000000001,Male
2019-01-13 23:29:23,2,17.650000000000002,1.9500000000000002,Male
2019-01-13 23:58:00,4,31.8,5.6000000000000005,Male
2019-01-20 00:16:27,2,18.400000000000002,3.3000000000000003,Female
2019-01-20 00:26:55,3,18.650000000000002,4.05,Female
2019-01-20 00:36:14,3,31.35,2.6,Male
2019-01-20 00:48:05,3,30.5,2.3000000000000003,Male
2019-01-20 01:10:06,2,16.25,2.25,Male
2019-01-20 01:27:16,2,16.8,4.1000000000000005,Male
2019-01-20 02:55:19,2,25.0,6.1000000000000005,Male
2019-01-20 03:57:35,2,15.65,3.7,Male
2019-01-20 06:27:46,2,13.950000000000001,2.85,Male
2019-01-20 07:12:55,2,17.0,1.8,Male
2019-01-20 08:22:29,2,39.300000000000004,4.15,Male
2019-01-20 08:59:46,4,27.3,5.050000000000001,Male
2019-01-20 09:27:40,2,19.400000000000002,3.5500000000000003,Female
2019-01-20 09:31:03,2,24.450000000000003,4.95,Male
2019-01-20 09:48:44,2,10.950000000000001,2.0,Male
2019-01-20 10:17:21,4,27.950000000000003,4.3,Female
2019-01-20 10:19:21,6,50.85,5.25,Male
2019-01-20 10:33:11,3,22.1,3.9000000000000004,Female
2019-01-20 10:38:47,2,19.0,3.5,Male
2019-01-20 10:47:41,3,28.900000000000002,4.95,Female
2019-01-20 11:00:54,4,28.450000000000003,4.95,Male
2019-01-20 11:24:48,5,32.95,6.300000000000001,Female
2019-01-20 11:31:22,4,25.8,2.2,Male
2019-01-20 11:37:24,4,22.3,2.25,Male
2019-01-20 11:40:18,2,18.25,1.25,Female
2019-01-20 12:25:09,3,27.5,4.8500000000000005,Female
2019-01-20 12:38:28,2,36.2,4.05,Male
2019-01-20 12:39:36,4,26.3,7.3500000000000005,Male
2019-01-20 12:49:34,2,11.55,3.0,Female
2019-01-20 12:50:55,2,11.600000000000001,3.2,Female
2019-01-20 12:58:39,4,33.75,6.8500000000000005,Male
2019-01-20 13:03:41,2,9.850000000000001,2.5,Male
2019-01-20 13:13:51,2,7.9,6.25,Male
2019-01-20 13:26:40,2,26.75,3.0,Male
2019-01-20 13:27:01,2,16.75,3.75,Female
2019-01-20 13:33:14,2,14.9,2.3000000000000003,Male
2019-01-20 13:36:00,2,20.0,2.5500000000000003,Male
2019-01-20 14:05:49,3,24.6,4.3500000000000005,Male
2019-01-20 14:24:34,5,32.050000000000004,2.2,Male
2019-01-20 14:30:03,4,29.1,5.45,Male
2019-01-20 14:36:11,3,40.150000000000006,4.75,Male
2019-01-20 14:44:58,2,18.85,4.1000000000000005,Female
2019-01-20 14:48:44,2,20.150000000000002,3.85,Male
2019-01-20 14:56:48,2,18.75,4.75,Male
2019-01-20 15:04:38,2,11.0,1.9500000000000002,Male
2019-01-20 15:09:57,3,11.600000000000001,2.0,Female
2019-01-20 15:15:08,2,15.850000000000001,3.6,Male
2019-01-20 15:30:22,3,23.700000000000003,4.15,Male
2019-01-20 15:38:00,2,18.650000000000002,1.25,Female
2019-01-20 15:41:36,3,11.75,1.9500000000000002,Male
2019-01-20 15:47:41,4,37.45,6.1000000000000005,Female
2019-01-20 16:07:39,2,16.2,3.4000000000000004,Female
2019-01-20 16:08:33,2,27.1,3.3000000000000003,Male
2019-01-20 16:11:48,2,11.75,2.2,Male
2019-01-20 16:12:04,3,18.0,4.05,Female
2019-01-20 16:34:14,2,10.700000000000001,1.85,Male
2019-01-20 16:48:44,4,20.8,3.5500000000000003,Male
2019-01-20 16:57:49,2,23.450000000000003,4.3,Male
2019-01-20 16:58:50,2,22.3,2.75,Male
2019-01-20 17:19:25,2,20.0,2.5500000000000003,Male
2019-01-20 17:31:29,3,11.600000000000001,1.9000000000000001,Male
2019-01-20 17:34:15,2,10.700000000000001,1.5,Male
2019-01-20 17:38:14,4,26.700000000000003,5.15,Male
2019-01-20 17:39:36,3,19.35,4.2,Female
2019-01-20 17:44:39,2,20.55,3.7,Male
2019-01-20 17:48:24,4,26.900000000000002,4.05,Female
2019-01-20 18:04:40,2,16.7,1.7000000000000002,Male
2019-01-20 18:14:25,2,10.05,2.5500000000000003,Male
2019-01-20 18:25:39,4,35.4,7.15,Male
2019-01-20 18:28:29,2,14.700000000000001,2.3000000000000003,Male
2019-01-20 18:30:22,2,14.9,2.95,Female
2019-01-20 18:44:53,3,11.700000000000001,2.15,Male
2019-01-20 18:57:11,3,19.3,4.55,Female
2019-01-20 19:07:50,4,23.150000000000002,4.0,Male
2019-01-20 19:09:05,2,20.75,3.7,Male
2019-01-20 19:14:10,2,14.100000000000001,2.85,Male
2019-01-20 19:16:12,2,14.700000000000001,2.45,Male
2019-01-20 19:16:32,2,15.55,3.9000000000000004,Male
2019-01-20 19:49:22,3,11.8,2.1,Female
2019-01-20 19:51:59,3,30.85,2.45,Male
2019-01-20 20:01:33,2,45.0,3.45,Male
2019-01-20 20:05:49,2,34.050000000000004,3.6500000000000004,Male
2019-01-20 20:16:04,3,42.400000000000006,4.95,Male
2019-01-20 20:18:18,2,17.05,2.4000000000000004,Male
2019-01-20 20:21:02,3,19.35,3.2,Male
2019-01-20 20:32:31,3,11.05,2.0,Male
2019-01-20 20:34:10,2,26.650000000000002,3.75,Male
2019-01-20 20:42:49,2,15.100000000000001,3.0,Male
2019-01-20 20:43:11,2,38.25,3.9000000000000004,Male
2019-01-20 21:01:51,6,53.5,6.300000000000001,Male
2019-01-20 21:04:38,2,38.95,4.5,Male
2019-01-20 21:14:36,4,39.900000000000006,6.300000000000001,Female
2019-01-20 21:19:57,4,38.0,5.5,Female
2019-01-20 21:22:09,4,39.7,4.4,Male
2019-01-20 21:33:24,4,22.55,2.5500000000000003,Male
2019-01-20 21:42:31,4,27.450000000000003,4.5,Female
2019-01-20 21:57:59,2,10.9,1.7000000000000002,Male
2019-01-20 22:00:06,2,22.1,2.5,Male
2019-01-20 22:10:38,3,19.400000000000002,3.75,Female
2019-01-20 22:16:27,2,25.450000000000003,4.0,Male
2019-01-20 22:18:38,2,17.150000000000002,1.8,Male
2019-01-20 22:22:48,4,22.400000000000002,2.4000000000000004,Male
2019-01-20 22:47:29,4,27.55,5.4,Male
2019-01-20 22:57:18,2,23.200000000000003,4.3500000000000005,Male
2019-01-20 23:07:26,3,17.6,2.2,Female
2019-01-20 23:07:42,4,37.1,5.75,Female
2019-01-20 23:15:26,4,38.7,6.25,Female
2019-01-20 23:25:44,2,8.15,6.2,Male
2019-01-20 23:43:01,4,27.400000000000002,5.2,Male
2019-01-27 00:11:48,2,23.700000000000003,5.6000000000000005,Male
2019-01-27 00:26:30,2,16.900000000000002,4.0,Male
2019-01-27 00:46:06,3,18.900000000000002,3.95,Female
2019-01-27 00:57:24,4,26.1,4.2,Female
2019-01-27 01:10:30,2,15.700000000000001,2.3000000000000003,Male
2019-01-27 01:45:28,3,11.200000000000001,1.85,Male
2019-01-27 02:33:39,3,17.5,2.15,Female
2019-01-27 03:48:09,2,17.55,2.0500000000000003,Male
2019-01-27 06:30:36,6,52.650000000000006,5.550000000000001,Male
2019-01-27 07:14:31,2,25.25,3.5500000000000003,Male
2019-01-27 08:13:38,2,11.100000000000001,1.7000000000000002,Male
2019-01-27 08:49:44,2,25.200000000000003,3.5500000000000003,Male
2019-01-27 09:18:10,3,18.8,4.1000000000000005,Female
2019-01-27 09:19:07,2,15.850000000000001,2.3000000000000003,Male
2019-01-27 09:22:31,5,32.800000000000004,6.1000000000000005,Female
2019-01-27 09:35:57,2,14.3,2.85,Female
2019-01-27 10:10:29,3,11.75,1.9500000000000002,Male
2019-01-27 10:16:52,2,15.700000000000001,3.5,Male
2019-01-27 10:19:32,2,11.0,1.7000000000000002,Male
2019-01-27 10:27:29,3,18.45,4.3500000000000005,Male
2019-01-27 10:47:31,4,37.050000000000004,4.45,Male
2019-01-27 11:11:46,2,10.65,1.85,Male
2019-01-27 11:20:06,2,16.55,1.6500000000000001,Male
2019-01-27 11:40:00,5,22.3,5.5,Male
2019-01-27 11:43:08,2,19.6,3.2,Male
2019-01-27 11:45:35,3,17.150000000000002,4.0,Male
2019-01-27 11:53:51,2,18.85,3.95,Female
2019-01-27 12:15:17,6,51.0,5.7,Male
2019-01-27 12:25:43,3,11.15,1.9000000000000001,Female
2019-01-27 12:31:11,2,25.05,6.75,Male
2019-01-27 12:33:08,2,23.700000000000003,4.9,Male
2019-01-27 12:40:45,3,40.550000000000004,4.3500000000000005,Male
2019-01-27 12:41:30,2,9.25,2.25,Male
2019-01-27 12:49:58,3,11.0,1.8,Female
2019-01-27 13:10:23,2,18.45,4.95,Male
2019-01-27 13:25:29,2,15.350000000000001,3.2,Female
2019-01-27 13:29:07,2,21.900000000000002,2.6,Male
2019-01-27 13:34:33,2,26.700000000000003,3.0500000000000003,Male
2019-01-27 13:36:05,2,19.700000000000003,3.45,Male
2019-01-27 13:36:28,2,34.9,3.35,Male
2019-01-27 13:51:57,3,20.400000000000002,4.4,Female
2019-01-27 14:11:51,3,11.700000000000001,2.0500000000000003,Male
2019-01-27 14:25:05,3,32.15,2.6,Male
2019-01-27 14:36:40,2,17.900000000000002,1.75,Male
2019-01-27 14:37:38,2,7.8500000000000005,5.6000000000000005,Male
2019-01-27 14:39:49,2,20.05,3.8000000000000003,Male
2019-01-27 14:49:47,3,29.200000000000003,4.9,Female
2019-01-27 14:51:34,2,45.050000000000004,3.8000000000000003,Male
2019-01-27 14:53:29,2,10.350000000000001,1.5,Male
2019-01-27 15:03:26,2,34.800000000000004,3.5500000000000003,Male
2019-01-27 15:09:44,3,11.8,2.0,Female
2019-01-27 15:16:34,2,15.75,2.95,Male
2019-01-27 15:24:11,2,14.65,2.4000000000000004,Male
2019-01-27 15:41:41,2,18.1,4.6000000000000005,Male
2019-01-27 15:48:34,5,33.6,2.3000000000000003,Male
2019-01-27 15:56:30,5,21.900000000000002,6.050000000000001,Male
2019-01-27 16:05:53,6,54.0,6.2,Male
2019-01-27 16:09:19,2,9.700000000000001,2.25,Male
2019-01-27 16:13:49,3,47.85,3.95,Male
2019-01-27 16:20:53,2,24.75,5.800000000000001,Male
2019-01-27 16:29:47,4,28.650000000000002,4.9,Female
2019-01-27 16:47:23,4,23.900000000000002,4.3500000000000005,Male
2019-01-27 16:49:59,4,22.25,2.5500000000000003,Male
2019-01-27 17:15:58,2,15.9,3.6,Male
2019-01-27 17:19:35,2,16.1,3.5,Female
2019-01-27 17:20:40,3,30.900000000000002,2.5,Male
2019-01-27 17:20:43,3,11.75,1.9000000000000001,Male
2019-01-27 17:22:57,3,19.25,3.35,Male
2019-01-27 17:41:23,4,21.1,3.95,Male
2019-01-27 17:58:04,2,17.5,1.85,Male
2019-01-27 18:11:36,2,19.25,4.3500000000000005,Female
2019-01-27 18:16:44,3,18.6,2.4000000000000004,Female
2019-01-27 18:18:08,2,19.05,2.4000000000000004,Male
2019-01-27 18:30:28,2,7.95,6.1000000000000005,Male
2019-01-27 18:47:51,2,15.350000000000001,3.75,Male
2019-01-27 18:54:25,2,24.6,5.1000000000000005,Male
2019-01-27 18:57:56,2,11.0,3.1,Female
2019-01-27 18:58:51,3,19.55,3.95,Female
2019-01-27 19:12:27,4,28.75,5.5,Male
2019-01-27 19:14:55,2,39.45,4.3500000000000005,Male
2019-01-27 19:20:57,2,25.3,6.6000000000000005,Male
2019-01-27 19:22:22,4,28.85,6.0,Male
2019-01-27 19:22:24,2,33.9,3.75,Male
2019-01-27 19:35:45,2,16.95,1.6500000000000001,Male
2019-01-27 19:54:30,3,11.100000000000001,1.85,Male
2019-01-27 19:57:29,2,8.0,6.2,Male
2019-01-27 20:00:58,2,37.4,4.3,Male
2019-01-27 20:07:58,2,11.200000000000001,1.9000000000000001,Male
2019-01-27 20:12:04,3,17.650000000000002,4.6000000000000005,Male
2019-01-27 20:12:14,2,22.5,2.6,Male
2019-01-27 20:21:45,2,16.6,3.4000000000000004,Female
2019-01-27 20:32:19,2,15.8,2.5,Male
2019-01-27 20:42:44,4,37.6,5.75,Female
2019-01-27 20:50:47,2,10.350000000000001,4.7,Female
2019-01-27 20:58:01,4,35.9,5.300000000000001,Male
2019-01-27 21:06:20,3,26.3,4.95,Male
2019-01-27 21:08:12,3,11.0,1.8,Female
2019-01-27 21:08:24,4,28.55,5.45,Male
2019-01-27 21:11:27,4,26.5,3.85,Female
2019-01-27 21:19:55,3,23.6,4.15,Female
2019-01-27 21:21:42,4,28.6,3.4000000000000004,Male
2019-01-27 21:41:18,4,27.950000000000003,5.3500000000000005,Male
2019-01-27 21:49:58,4,36.800000000000004,5.8500000000000005,Female
2019-01-27 21:59:40,2,26.150000000000002,3.95,Male
2019-01-27 22:09:35,2,19.35,2.4000000000000004,Male
2019-01-27 22:12:07,4,27.400000000000002,4.7,Male
2019-01-27 22:17:26,2,20.05,3.1,Male
2019-01-27 22:18:34,2,10.4,4.4,Female
2019-01-27 22:31:40,5,33.95,6.2,Female
2019-01-27 22:54:05,5,33.2,5.7,Female
2019-01-27 22:59:25,4,27.150000000000002,4.3500000000000005,Female
2019-01-27 23:14:36,4,28.650000000000002,3.5,Male
2019-01-27 23:21:02,3,31.700000000000003,2.5500000000000003,Male
2019-01-27 23:21:57,2,19.6,3.45,Male
2019-01-27 23:40:19,2,11.25,1.8,Male
2019-01-27 23:42:30,4,39.1,6.1000000000000005,Female
2019-02-03 00:21:06,2,18.650000000000002,1.1,Female
2019-02-03 00:38:55,2,8.0,5.550000000000001,Male
2019-02-03 00:44:44,2,10.600000000000001,1.85,Male
2019-02-03 00:55:10,4,31.75,6.050000000000001,Male
2019-02-03 01:01:47,3,42.0,4.3500000000000005,Male
2019-02-03 01:58:08,2,15.100000000000001,2.25,Male
2019-02-03 02:37:18,2,26.6,3.9000000000000004,Male
2019-02-03 03:34:35,3,52.1,4.45,Male
2019-02-03 07:11:15,6,51.050000000000004,5.8500000000000005,Male
2019-02-03 08:18:57,4,22.1,2.4000000000000004,Male
2019-02-03 08:58:01,4,22.35,2.3000000000000003,Male
2019-02-03 09:02:33,3,11.15,2.0,Male
2019-02-03 09:49:17,2,22.900000000000002,3.95,Male
2019-02-03 09:55:36,2,7.9,5.3500000000000005,Male
2019-02-03 10:10:20,2,15.05,2.5500000000000003,Male
2019-02-03 10:11:36,4,22.75,3.8000000000000003,Male
2019-02-03 10:16:33,4,29.900000000000002,3.6,Male
2019-02-03 10:30:47,2,16.0,2.0500000000000003,Male
2019-02-03 10:41:17,3,43.650000000000006,4.5,Male
2019-02-03 11:00:10,2,19.1,3.0500000000000003,Male
2019-02-03 11:15:14,5,33.5,6.1000000000000005,Female
2019-02-03 11:19:41,4,39.400000000000006,6.050000000000001,Female
2019-02-03 11:20:14,3,22.25,4.15,Male
2019-02-03 11:49:06,2,20.5,3.9000000000000004,Male
2019-02-03 11:57:20,3,49.35,3.85,Male
2019-02-03 12:03:51,4,37.300000000000004,5.3500000000000005,Female
2019-02-03 12:04:13,2,42.650000000000006,3.3000000000000003,Male
2019-02-03 12:12:31,3,42.0,4.25,Male
2019-02-03 12:18:28,3,22.450000000000003,3.8000000000000003,Male
2019-02-03 12:19:43,2,9.3,2.35,Male
2019-02-03 12:24:03,3,23.6,3.75,Female
2019-02-03 12:41:33,3,11.600000000000001,1.9500000000000002,Female
2019-02-03 13:19:04,3,27.6,4.45,Female
2019-02-03 13:29:45,2,19.200000000000003,3.25,Male
2019-02-03 13:36:42,2,26.55,2.75,Male
2019-02-03 13:38:15,2,15.5,2.35,Male
2019-02-03 13:44:29,5,22.150000000000002,5.550000000000001,Male
2019-02-03 13:44:52,4,39.95,5.8500000000000005,Female
2019-02-03 13:47:05,4,18.3,2.35,Male
2019-02-03 14:01:22,4,20.1,3.1,Male
2019-02-03 14:09:41,2,15.0,3.5,Male
2019-02-03 14:18:05,4,20.85,2.35,Male
2019-02-03 14:43:24,2,17.75,1.8,Male
2019-02-03 14:47:16,2,19.650000000000002,3.1500000000000004,Male
2019-02-03 14:51:15,3,17.75,2.15,Female
2019-02-03 14:53:27,2,19.05,3.0500000000000003,Male
2019-02-03 15:04:54,3,11.450000000000001,1.8,Female
2019-02-03 15:07:06,3,27.55,4.4,Male
2019-02-03 15:12:21,2,36.75,4.05,Male
2019-02-03 15:20:25,2,14.05,2.8000000000000003,Male
2019-02-03 15:27:52,2,18.0,4.55,Male
2019-02-03 15:44:46,2,43.550000000000004,3.5500000000000003,Male
2019-02-03 15:47:08,3,11.3,1.9000000000000001,Female
2019-02-03 16:26:47,3,19.25,4.2,Female
2019-02-03 16:27:29,2,15.350000000000001,2.2,Male
2019-02-03 16:31:54,4,25.6,7.2,Male
2019-02-03 16:46:08,4,20.400000000000002,3.6,Male
2019-02-03 16:48:43,4,35.25,5.550000000000001,Male
2019-02-03 16:52:27,3,17.6,4.3,Male
2019-02-03 16:59:52,3,23.85,3.8000000000000003,Female
2019-02-03 17:06:24,2,24.900000000000002,3.85,Male
2019-02-03 17:07:15,3,19.8,3.8000000000000003,Female
2019-02-03 17:16:41,6,52.35,5.4,Male
2019-02-03 17:34:05,2,15.5,2.15,Male
2019-02-03 17:44:21,4,26.200000000000003,3.9000000000000004,Female
2019-02-03 17:50:41,2,19.450000000000003,3.1,Male
2019-02-03 17:51:00,2,19.3,3.6500000000000004,Female
2019-02-03 18:05:23,3,28.700000000000003,4.25,Female
2019-02-03 18:17:50,3,11.600000000000001,1.85,Male
2019-02-03 18:28:37,3,18.6,4.1000000000000005,Female
2019-02-03 18:29:23,2,13.75,2.95,Male
2019-02-03 18:48:11,2,8.25,6.050000000000001,Male
2019-02-03 18:48:19,3,17.95,3.9000000000000004,Male
2019-02-03 18:49:33,2,34.95,3.5500000000000003,Male
2019-02-03 19:13:42,4,21.150000000000002,3.85,Male
2019-02-03 19:16:46,2,9.950000000000001,2.4000000000000004,Male
2019-02-03 19:20:27,4,34.1,6.050000000000001,Male
